Results for N = 40
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
518,1.940880,0.645679,0.390069,2.670795,0.728588,0.376188,-0.729915,-0.082909,0.013881,0.539843
519,1.297492,0.784191,0.310477,1.369578,0.802154,0.294745,-0.072087,-0.017963,0.015732,0.005767
520,0.873145,1.437988,0.171559,1.100345,1.409193,0.210147,-0.227200,0.028795,-0.038588,0.053938
521,1.623792,1.122777,0.142206,1.289250,0.959289,0.170617,0.334542,0.163488,-0.028412,0.139454
522,1.457936,1.036945,0.283488,2.078094,1.208947,0.313347,-0.620158,-0.172002,-0.029858,0.415072
523,1.497864,1.824236,0.166724,1.989080,3.472336,-0.256897,-0.491216,-1.648100,0.423621,3.136983
524,0.770595,1.102336,0.235005,0.696955,1.048687,0.217898,0.073640,0.053649,0.017107,0.008594
525,0.737265,1.997650,0.277205,0.921635,2.111368,0.238120,-0.184370,-0.113717,0.039084,0.048452
526,1.028486,0.972732,0.496585,0.870908,0.839225,0.564882,0.157579,0.133507,-0.068297,0.047320
527,0.986981,1.057579,0.405674,0.619064,0.999960,0.419412,0.367917,0.057619,-0.013738,0.138872
528,1.145882,1.588802,0.343365,1.037340,1.494783,0.382726,0.108542,0.094019,-0.039360,0.022170
529,1.344717,0.820892,0.406283,2.170524,0.896516,0.394908,-0.825807,-0.075624,0.011375,0.687806
530,1.889220,0.881134,0.484661,3.195049,1.146637,0.505322,-1.305829,-0.265503,-0.020661,1.776108
531,1.171250,1.095636,0.390525,1.021695,1.075284,0.428721,0.149554,0.020352,-0.038196,0.024240
532,1.974435,1.393644,0.307044,2.044555,1.440137,0.301972,-0.070121,-0.046492,0.005072,0.007104
533,1.990118,0.952762,0.220134,2.479758,1.013125,0.232617,-0.489640,-0.060363,-0.012484,0.243547
534,0.832830,1.783581,0.108681,0.845474,1.833998,0.165122,-0.012644,-0.050418,-0.056442,0.005887
535,1.732910,1.534579,0.210383,2.115939,1.391552,0.242158,-0.383029,0.143027,-0.031775,0.168177
536,1.330495,1.334485,0.470369,1.085140,1.277526,0.543387,0.245355,0.056959,-0.073018,0.068775
537,0.732072,0.556604,0.242262,0.187182,0.534684,0.233655,0.544890,0.021920,0.008607,0.297459
538,0.707612,1.050624,0.332862,0.708495,1.031606,0.370381,-0.000883,0.019019,-0.037519,0.001770
539,0.849491,1.716611,0.136762,0.789378,1.756185,0.087194,0.060113,-0.039574,0.049568,0.007637
540,1.099697,1.876823,0.393706,1.029253,1.890604,0.386637,0.070444,-0.013781,0.007069,0.005202
541,1.585371,1.689356,0.169161,1.755998,1.676790,0.237576,-0.170627,0.012566,-0.068415,0.033952
542,1.738558,1.534393,0.330493,1.623016,1.353791,0.351299,0.115541,0.180602,-0.020806,0.046400
543,1.861483,1.392847,0.220157,1.558695,1.248423,0.218821,0.302788,0.144424,0.001336,0.112541
544,1.596184,1.364426,0.131391,1.378196,1.411925,0.083139,0.217988,-0.047500,0.048252,0.052103
545,0.583884,1.656352,0.239172,0.455687,1.603924,0.277240,0.128197,0.052428,-0.038068,0.020632
546,1.725713,1.124783,0.447132,1.156786,0.949711,0.560271,0.568927,0.175072,-0.113139,0.367128
547,1.804680,0.840077,0.361112,1.841877,0.941757,0.324541,-0.037198,-0.101681,0.036571,0.013060
548,1.403452,0.517152,0.410967,0.818449,0.495407,0.428204,0.585004,0.021745,-0.017237,0.342999
549,1.073730,0.957175,0.116473,0.929137,0.911919,0.086285,0.144593,0.045256,0.030188,0.023867
550,1.309895,0.724370,0.300961,1.856606,0.746682,0.323092,-0.546712,-0.022312,-0.022131,0.299881
551,0.831196,0.575780,0.392631,2.039727,0.606337,0.398899,-1.208531,-0.030558,-0.006267,1.461521
552,1.089324,1.168424,0.338053,1.068981,1.156954,0.287022,0.020343,0.011470,0.051031,0.003150
553,1.257094,0.833128,0.215913,1.834366,0.845304,0.241029,-0.577272,-0.012176,-0.025116,0.334022
554,1.091484,0.698284,0.133018,0.444370,0.680246,0.145641,0.647114,0.018038,-0.012623,0.419241
555,1.357161,0.573967,0.259677,0.894832,0.570862,0.265283,0.462329,0.003104,-0.005607,0.213789
556,0.627618,1.252735,0.409530,0.689716,1.228474,0.378985,-0.062097,0.024261,0.030545,0.005378
557,0.695563,0.702306,0.323718,0.758843,0.673163,0.327922,-0.063281,0.029143,-0.004204,0.004871
558,1.231792,1.478373,0.178440,1.279144,1.717730,0.084445,-0.047352,-0.239358,0.093995,0.068369
559,1.423995,1.603502,0.198498,1.200205,1.621314,0.206780,0.223790,-0.017813,-0.008282,0.050468
560,0.607466,1.665158,0.229365,0.615917,1.783703,0.086140,-0.008451,-0.118545,0.143225,0.034638
561,1.886207,0.634392,0.368699,2.692271,0.644289,0.392557,-0.806064,-0.009897,-0.023858,0.650407
562,1.135311,1.022462,0.228295,1.061120,1.035333,0.231241,0.074191,-0.012871,-0.002946,0.005679
563,1.390816,0.536310,0.221928,1.984057,0.553720,0.218472,-0.593241,-0.017410,0.003456,0.352250
564,1.981478,1.424331,0.496064,2.865354,2.410436,0.412197,-0.883877,-0.986105,0.083867,1.760674
565,1.163315,0.718728,0.117951,0.627375,0.646288,0.152168,0.535940,0.072439,-0.034217,0.293650
566,1.727258,0.799528,0.249528,1.224313,0.791792,0.235925,0.502945,0.007736,0.013603,0.253199
567,1.636601,1.779146,0.144949,1.742195,2.102843,0.157533,-0.105594,-0.323697,-0.012584,0.116088
568,0.581807,1.923411,0.470692,0.580390,1.892886,0.504317,0.001417,0.030526,-0.033625,0.002064
569,1.803129,1.730201,0.105493,1.493794,1.470902,0.134694,0.309335,0.259299,-0.029200,0.163776
570,1.540693,0.666917,0.280025,1.833869,0.755939,0.235598,-0.293177,-0.089022,0.044427,0.095851
571,0.534122,0.813514,0.315202,0.393333,0.768511,0.329516,0.140789,0.045003,-0.014314,0.022052
572,0.805702,1.284899,0.203463,1.196389,1.296065,0.248486,-0.390687,-0.011166,-0.045023,0.154788
573,1.224539,1.594885,0.156539,1.178273,1.472156,0.260162,0.046267,0.122730,-0.103623,0.027941
574,1.548133,0.527583,0.333202,1.427860,0.511876,0.342380,0.120272,0.015707,-0.009178,0.014796
575,1.495293,0.565223,0.168128,0.708089,0.572619,0.164920,0.787203,-0.007396,0.003207,0.619754
576,0.926020,1.683783,0.347186,0.887596,1.746964,0.259502,0.038425,-0.063181,0.087684,0.013157
577,0.579628,1.482137,0.103334,0.601724,1.611040,-0.096441,-0.022096,-0.128903,0.199774,0.057014
578,1.082968,0.906966,0.440833,1.777765,0.975720,0.462034,-0.694797,-0.068755,-0.021201,0.487919
579,1.490151,1.796423,0.107631,1.667112,2.197549,0.075553,-0.176962,-0.401126,0.032078,0.193246
580,1.801116,1.474117,0.192467,1.608039,1.366400,0.206209,0.193077,0.107716,-0.013741,0.049070
581,1.071052,1.964918,0.139841,0.932744,1.859676,0.080099,0.138308,0.105242,0.059742,0.033774
582,0.973184,1.800159,0.312624,1.017287,1.912843,0.140481,-0.044103,-0.112684,0.172143,0.044276
583,0.779626,1.250976,0.283195,0.470994,1.084569,0.391323,0.308632,0.166407,-0.108129,0.134637
584,1.889525,0.532233,0.198957,1.905403,0.508764,0.215353,-0.015878,0.023469,-0.016396,0.001072
585,1.294123,1.000354,0.257360,1.633833,1.061676,0.328332,-0.339710,-0.061322,-0.070972,0.124200
586,0.735508,1.020170,0.240765,0.539822,0.946286,0.313052,0.195686,0.073884,-0.072287,0.048977
587,1.437846,0.854307,0.491298,1.983175,0.874658,0.492456,-0.545329,-0.020351,-0.001158,0.297799
588,1.251877,1.717839,0.350317,1.159475,1.496023,0.344163,0.092402,0.221816,0.006154,0.057778
589,1.818016,1.835603,0.425943,1.872655,1.956346,0.391140,-0.054639,-0.120743,0.034804,0.018776
590,0.544199,1.332409,0.212078,0.399121,1.279878,0.179582,0.145078,0.052531,0.032495,0.024863
591,0.727562,1.845763,0.362773,0.423412,1.726184,0.323108,0.304150,0.119579,0.039665,0.108380
592,0.631693,1.073311,0.484242,0.679226,1.076060,0.506234,-0.047533,-0.002749,-0.021992,0.002751
593,1.418673,1.438287,0.190971,1.421682,1.545511,0.117901,-0.003009,-0.107224,0.073070,0.016845
594,0.860541,0.729124,0.488215,0.995083,0.734499,0.492685,-0.134542,-0.005375,-0.004470,0.018150
595,1.864603,0.993927,0.316894,2.414794,1.219333,0.259341,-0.550191,-0.225406,0.057553,0.356831
596,0.810136,0.707865,0.316542,0.423053,0.714522,0.318046,0.387083,-0.006658,-0.001504,0.149880
597,1.700158,1.793881,0.223599,1.718070,1.713806,0.240350,-0.017912,0.080075,-0.016751,0.007013
598,1.557705,1.285708,0.154101,1.869202,1.344053,0.228768,-0.311497,-0.058344,-0.074667,0.106010
599,1.993529,1.963665,0.158061,2.403460,2.873671,-0.026203,-0.409932,-0.910006,0.184263,1.030108
600,1.899545,1.875668,0.226998,2.274684,3.036358,0.024731,-0.375139,-1.160690,0.202268,1.528842
601,1.336010,1.922902,0.147355,1.568111,2.336289,0.043127,-0.232101,-0.413387,0.104228,0.235623
602,0.976396,1.819457,0.390832,1.343044,2.192362,0.433114,-0.366648,-0.372905,-0.042282,0.275276
603,1.648153,1.820198,0.265616,1.826309,1.612235,0.311834,-0.178156,0.207963,-0.046218,0.077124
604,1.116878,1.164507,0.473507,0.883614,1.097086,0.506017,0.233263,0.067421,-0.032509,0.060014
605,1.841195,1.899875,0.209518,1.893907,1.934393,0.220742,-0.052712,-0.034518,-0.011224,0.004096
606,1.668662,0.660157,0.173899,1.509964,0.642003,0.161888,0.158698,0.018155,0.012011,0.025659
607,1.643671,1.417972,0.206745,1.377522,1.259219,0.197709,0.266150,0.158754,0.009036,0.096120
608,1.350565,0.846367,0.192873,2.089364,0.931341,0.205002,-0.738800,-0.084974,-0.012129,0.553192
609,1.531067,1.038892,0.375257,1.636015,1.060260,0.387202,-0.104948,-0.021368,-0.011946,0.011613
610,1.214903,1.253487,0.341885,0.814425,1.190289,0.331063,0.400479,0.063198,0.010822,0.164494
611,1.568029,1.060939,0.440852,1.306000,1.061481,0.381309,0.262029,-0.000542,0.059543,0.072205
612,1.237168,0.706269,0.177304,1.177156,0.719784,0.159837,0.060012,-0.013515,0.017467,0.004089
613,0.548344,1.646808,0.106006,0.558888,1.516043,0.170065,-0.010543,0.130765,-0.064059,0.021314
614,0.904788,1.119566,0.396947,1.057566,1.169443,0.356790,-0.152778,-0.049876,0.040156,0.027441
615,1.982365,1.636665,0.126455,2.122883,1.725749,0.211493,-0.140517,-0.089084,-0.085038,0.034913
616,1.890655,1.978441,0.446852,2.586872,2.669925,0.534820,-0.696217,-0.691484,-0.087968,0.970607
617,1.234914,0.987343,0.283018,0.789089,0.926242,0.226340,0.445825,0.061101,0.056678,0.205706
618,0.870176,1.107300,0.116731,0.854032,1.135086,0.098665,0.016143,-0.027786,0.018066,0.001359
619,1.602998,1.070561,0.225159,1.088806,1.009006,0.207065,0.514191,0.061555,0.018094,0.268509
620,1.417257,1.613702,0.337522,1.417605,1.772219,0.257338,-0.000347,-0.158517,0.080184,0.031557
621,1.287846,1.813674,0.414768,1.177471,2.133646,0.234000,0.110375,-0.319972,0.180768,0.147242
622,1.280974,1.177414,0.430804,0.922913,1.190375,0.392966,0.358061,-0.012961,0.037838,0.129807
623,0.563624,1.993755,0.307481,0.647022,1.697951,0.716611,-0.083398,0.295803,-0.409130,0.261842
624,1.093417,1.602755,0.323080,1.521606,1.651088,0.421727,-0.428189,-0.048333,-0.098647,0.195413
625,1.274190,1.445973,0.119718,1.306411,1.327760,0.162822,-0.032221,0.118213,-0.043104,0.016870
626,0.936769,1.097060,0.221822,0.400837,1.011547,0.288452,0.535933,0.085513,-0.066631,0.298976
627,1.741432,1.192021,0.268985,2.407063,1.522005,0.180791,-0.665631,-0.329984,0.088194,0.559733
628,1.419701,0.581820,0.306788,2.419823,0.572891,0.329820,-1.000122,0.008929,-0.023032,1.000854
629,0.713359,1.744840,0.280679,0.721931,1.521768,0.499552,-0.008572,0.223072,-0.218873,0.097740
630,1.583970,0.669757,0.411492,1.968380,0.704282,0.425642,-0.384410,-0.034524,-0.014150,0.149163
631,1.906764,1.544171,0.154123,1.839786,1.600425,0.077368,0.066978,-0.056253,0.076754,0.013542
632,1.120339,1.176329,0.171551,1.125044,1.099302,0.185353,-0.004705,0.077027,-0.013802,0.006146
633,1.385473,1.568952,0.180773,1.243484,1.564886,0.128809,0.141989,0.004066,0.051964,0.022878
634,1.182025,0.875123,0.376687,1.440141,0.762850,0.398443,-0.258117,0.112273,-0.021756,0.079703
635,1.860744,1.694729,0.387350,1.877660,1.951132,0.287529,-0.016916,-0.256403,0.099821,0.075993
636,0.685316,0.671247,0.279759,0.788103,0.648171,0.305140,-0.102787,0.023076,-0.025381,0.011742
637,1.044415,1.285726,0.253635,0.721659,1.174098,0.261761,0.322756,0.111628,-0.008126,0.116699
638,1.686600,1.267500,0.479902,2.144891,1.372769,0.463481,-0.458291,-0.105269,0.016420,0.221382
639,1.068018,1.070911,0.407304,0.862378,1.124102,0.379907,0.205640,-0.053191,0.027397,0.045868
640,1.868379,1.348237,0.363812,2.157134,1.364977,0.350736,-0.288755,-0.016740,0.013077,0.083831
641,0.725135,1.803228,0.171547,0.737130,1.880664,0.148922,-0.011996,-0.077436,0.022625,0.006652
642,1.568071,1.129373,0.223807,0.793290,0.921337,0.228847,0.774781,0.208036,-0.005040,0.643590
643,1.652946,1.169387,0.350581,2.094641,1.048974,0.468387,-0.441696,0.120413,-0.117805,0.223473
644,0.676331,0.697357,0.181141,0.962583,0.643102,0.194912,-0.286252,0.054255,-0.013771,0.085074
645,1.433840,0.879666,0.283457,1.403385,0.782830,0.282553,0.030456,0.096836,0.000904,0.010306
646,1.783117,1.315252,0.102300,2.284915,1.603369,0.112395,-0.501798,-0.288117,-0.010094,0.334915
647,1.824054,0.856818,0.335545,1.836270,0.844428,0.360393,-0.012215,0.012390,-0.024848,0.000920
648,1.213568,1.115227,0.131762,1.641119,1.185722,0.167613,-0.427551,-0.070495,-0.035851,0.189054
649,1.400153,0.867070,0.318937,1.251535,0.877812,0.250079,0.148618,-0.010742,0.068858,0.026944
650,1.429649,1.336323,0.430101,1.238520,1.251976,0.444751,0.191129,0.084347,-0.014650,0.043859
651,0.573378,0.722384,0.361311,0.543968,0.745384,0.338115,0.029410,-0.023000,0.023196,0.001932
652,0.555082,1.780744,0.366799,0.346292,1.787624,0.223938,0.208790,-0.006880,0.142861,0.064050
653,1.757022,0.947662,0.468154,1.912810,1.017304,0.454453,-0.155789,-0.069642,0.013701,0.029308
654,0.573547,1.125435,0.171299,-0.170992,1.173570,0.140770,0.744539,-0.048135,0.030529,0.557587
655,1.508136,1.416635,0.376605,1.674894,1.499979,0.384443,-0.166758,-0.083344,-0.007837,0.034816
656,1.392453,1.680961,0.170968,1.151054,1.690547,-0.019053,0.241400,-0.009586,0.190021,0.094474
657,1.183007,1.368449,0.472592,1.242770,1.247695,0.457632,-0.059763,0.120754,0.014960,0.018377
658,0.639689,0.948942,0.247428,0.998824,0.970542,0.268877,-0.359135,-0.021600,-0.021450,0.129904
659,1.068409,0.601500,0.270930,0.889937,0.574002,0.260447,0.178472,0.027498,0.010483,0.032718
660,1.325707,0.939249,0.153818,1.447925,0.957435,0.180067,-0.122218,-0.018186,-0.026248,0.015957
661,1.541929,0.911628,0.310821,2.271670,0.967229,0.320268,-0.729741,-0.055601,-0.009447,0.535702
662,1.286969,1.543744,0.344821,1.176279,1.474651,0.405880,0.110690,0.069094,-0.061059,0.020754
663,0.663953,1.594593,0.351591,0.723105,1.519298,0.453080,-0.059152,0.075295,-0.101488,0.019468
664,1.980784,1.225494,0.375462,1.887203,1.331232,0.399320,0.093581,-0.105738,-0.023858,0.020507
665,1.900838,1.979418,0.214875,1.850884,1.979357,0.210645,0.049953,0.000060,0.004230,0.002513
666,1.413267,0.974733,0.310156,1.002415,0.967065,0.283762,0.410852,0.007668,0.026394,0.169555
667,1.992537,1.030780,0.151885,1.615684,1.073601,0.067107,0.376852,-0.042821,0.084779,0.151039
668,1.343952,1.279559,0.352743,1.319613,1.175040,0.420200,0.024339,0.104519,-0.067457,0.016067
669,1.238757,0.769861,0.343762,1.556534,0.890629,0.338449,-0.317777,-0.120768,0.005313,0.115596
670,1.562881,1.968886,0.100632,1.606494,1.832835,0.187102,-0.043614,0.136051,-0.086470,0.027889
671,0.535980,1.438191,0.147170,0.280491,1.445554,0.127313,0.255489,-0.007363,0.019858,0.065723
672,1.772105,1.699347,0.499595,1.312115,1.321989,0.596552,0.459990,0.377358,-0.096958,0.363390
673,1.121062,1.000688,0.324166,0.711899,1.026674,0.313705,0.409163,-0.025985,0.010462,0.168199
674,1.456255,0.516946,0.180475,1.296626,0.477423,0.179129,0.159629,0.039523,0.001346,0.027045
675,0.922440,1.685293,0.223109,1.114778,1.745559,0.184124,-0.192338,-0.060266,0.038985,0.042146
676,1.260034,0.985886,0.102453,1.184331,1.044271,0.098649,0.075703,-0.058385,0.003804,0.009154
677,1.528754,1.012042,0.389759,1.520808,1.019588,0.364347,0.007945,-0.007545,0.025411,0.000766
678,1.423990,0.543676,0.170252,1.029741,0.601160,0.162944,0.394249,-0.057484,0.007307,0.158790
679,0.995772,1.006905,0.368989,1.070710,1.026059,0.369362,-0.074938,-0.019154,-0.000373,0.005983
680,1.874245,1.695882,0.358261,1.840886,1.599469,0.402140,0.033359,0.096413,-0.043879,0.012334
681,1.222243,1.440801,0.456823,1.370221,1.265928,0.555952,-0.147978,0.174873,-0.099129,0.062305
682,1.305451,1.002664,0.413596,1.467664,1.056507,0.384061,-0.162213,-0.053843,0.029535,0.030084
683,1.120930,1.613877,0.434042,1.234313,1.780119,0.317893,-0.113384,-0.166242,0.116149,0.053983
684,0.949016,1.587446,0.226201,1.110479,1.752316,0.054851,-0.161463,-0.164870,0.171350,0.082613
685,1.303828,0.812394,0.374197,1.075712,0.901171,0.352485,0.228116,-0.088778,0.021712,0.060390
686,1.699303,1.832044,0.241438,1.656228,1.777798,0.231794,0.043075,0.054246,0.009644,0.004891
687,1.954420,0.920690,0.112469,2.103091,1.044760,0.114170,-0.148671,-0.124070,-0.001701,0.037499
688,1.975428,1.439766,0.436962,2.212870,1.655570,0.443933,-0.237442,-0.215804,-0.006971,0.102999
689,1.356472,1.084349,0.338077,1.130279,1.226507,0.309739,0.226194,-0.142157,0.028337,0.072175
690,1.796891,1.627310,0.382106,1.385034,1.404955,0.436137,0.411857,0.222355,-0.054031,0.221987
691,0.971749,0.547442,0.265548,0.928617,0.550093,0.271501,0.043132,-0.002650,-0.005953,0.001903
692,1.245582,0.856463,0.280763,1.358802,0.910186,0.258518,-0.113220,-0.053723,0.022244,0.016200
693,1.926090,0.824210,0.220927,1.369604,0.802139,0.207118,0.556486,0.022071,0.013809,0.310354
694,0.668347,1.677416,0.411116,0.537166,1.804656,0.171449,0.131181,-0.127240,0.239668,0.090839
695,1.870031,1.165661,0.109974,2.233063,1.125049,0.121222,-0.363032,0.040612,-0.011248,0.133568
696,1.223995,1.250081,0.176085,1.618045,1.552679,0.151809,-0.394051,-0.302598,0.024276,0.247431
697,1.885455,1.598662,0.309451,1.713167,1.466468,0.343887,0.172288,0.132193,-0.034436,0.048344
698,1.663300,0.714943,0.448720,1.703037,0.726210,0.441229,-0.039738,-0.011267,0.007491,0.001762
699,1.733208,1.907036,0.370687,1.507387,1.666662,0.409698,0.225820,0.240373,-0.039011,0.110296
700,0.699076,1.586856,0.283747,0.745248,1.474157,0.298202,-0.046172,0.112699,-0.014455,0.015042
701,1.570516,1.283517,0.101644,1.392081,1.246049,0.104230,0.178435,0.037469,-0.002586,0.033250
702,1.898506,1.530578,0.337715,2.216983,1.652499,0.315278,-0.318477,-0.121920,0.022437,0.116795
703,0.630614,1.200314,0.118456,0.941485,1.166894,0.162666,-0.310871,0.033420,-0.044210,0.099712
704,1.280867,1.488476,0.224992,1.162613,1.491985,0.262383,0.118253,-0.003508,-0.037391,0.015394
705,1.366340,0.968214,0.456854,1.260584,0.981103,0.429364,0.105756,-0.012889,0.027490,0.012106
706,0.981321,0.788818,0.210660,1.025031,0.826607,0.181064,-0.043710,-0.037789,0.029596,0.004215
707,0.978725,1.161673,0.147060,0.658475,1.109970,0.124962,0.320249,0.051704,0.022098,0.105721
708,0.723981,0.910455,0.106103,1.076700,1.020351,0.073016,-0.352719,-0.109896,0.033086,0.137583
709,1.434417,1.271091,0.182631,1.455255,1.191956,0.185316,-0.020838,0.079135,-0.002685,0.006704
710,1.025477,0.977727,0.156623,0.798162,1.061561,0.070616,0.227315,-0.083834,0.086007,0.066098
711,1.556531,0.924902,0.197930,1.709742,1.014540,0.174294,-0.153212,-0.089638,0.023636,0.032067
712,0.606864,1.419894,0.235496,0.617142,1.372939,0.230952,-0.010277,0.046955,0.004543,0.002331
713,1.165471,0.695111,0.288294,2.271855,0.763517,0.284590,-1.106384,-0.068406,0.003704,1.228778
714,1.513244,0.658890,0.121520,0.802991,0.636153,0.131556,0.710253,0.022737,-0.010036,0.505077
715,1.139699,0.768474,0.338449,1.272281,0.863498,0.301064,-0.132582,-0.095024,0.037385,0.028005
716,1.389134,1.754262,0.379746,2.268331,3.044862,0.184499,-0.879196,-1.290601,0.195247,2.476758
717,1.424473,0.968661,0.426977,1.802002,1.079860,0.383392,-0.377529,-0.111199,0.043585,0.156793
718,1.569348,1.506305,0.313394,2.519708,2.741094,0.189104,-0.950360,-1.234788,0.124290,2.443333
719,1.960523,1.633614,0.286278,2.083369,1.758480,0.229981,-0.122846,-0.124865,0.056298,0.033852
720,0.697693,1.719277,0.467876,0.728561,1.902783,0.418576,-0.030869,-0.183506,0.049299,0.037058
721,1.202414,1.183376,0.373791,0.974636,1.127203,0.362601,0.227778,0.056174,0.011191,0.055163
722,1.565324,1.198095,0.192678,1.962962,1.279855,0.211593,-0.397638,-0.081760,-0.018915,0.165158
723,0.835692,1.791644,0.346777,0.649303,1.691988,0.263449,0.186389,0.099657,0.083328,0.051616
724,1.869292,1.088115,0.379846,1.581855,1.096561,0.328149,0.287437,-0.008446,0.051697,0.085364
725,1.497771,1.683168,0.452962,1.506279,1.667889,0.443487,-0.008508,0.015279,0.009475,0.000396
726,1.179925,0.545396,0.290134,0.948896,0.538337,0.284214,0.231028,0.007059,0.005919,0.053459
727,1.027161,1.191863,0.168321,1.538433,1.428223,0.164525,-0.511271,-0.236360,0.003796,0.317279
728,1.651912,1.406660,0.150958,2.074225,1.211202,0.207812,-0.422312,0.195458,-0.056854,0.219784
729,0.654398,1.726329,0.418703,0.798138,1.736910,0.427861,-0.143740,-0.010581,-0.009158,0.020857
730,0.988805,1.474177,0.416972,1.284772,1.514596,0.418076,-0.295967,-0.040419,-0.001104,0.089231
731,1.299118,1.101225,0.265377,1.919075,1.534301,0.130166,-0.619957,-0.433076,0.135211,0.590184
732,1.431312,1.321924,0.489557,1.501798,1.295721,0.584504,-0.070485,0.026203,-0.094947,0.014670
733,1.075725,1.011071,0.425566,1.032624,1.063903,0.404840,0.043101,-0.052832,0.020726,0.005078
734,1.386455,1.676471,0.274141,1.265717,1.537398,0.322910,0.120738,0.139073,-0.048769,0.036298
735,1.680990,1.316790,0.194462,1.831594,1.371650,0.141512,-0.150603,-0.054860,0.052950,0.028495
736,1.493918,0.616842,0.472345,1.472110,0.658511,0.447069,0.021808,-0.041669,0.025277,0.002851
737,1.361282,1.229945,0.336865,1.364886,1.270877,0.318878,-0.003603,-0.040931,0.017987,0.002012
738,1.194363,1.332632,0.428809,1.336188,1.456315,0.374239,-0.141825,-0.123683,0.054570,0.038390
739,0.764261,1.933825,0.127843,0.342462,1.807612,0.068669,0.421799,0.126213,0.059174,0.197345
740,0.663117,1.721100,0.408537,0.652069,1.684809,0.401243,0.011048,0.036291,0.007294,0.001492
741,1.068367,1.241443,0.364066,1.657027,1.326004,0.422246,-0.588660,-0.084561,-0.058180,0.357057
742,0.635800,1.725550,0.454905,0.660020,1.873827,0.382819,-0.024220,-0.148277,0.072085,0.027769
743,1.854884,1.454199,0.100074,2.262545,1.619221,0.139557,-0.407661,-0.165022,-0.039483,0.194979
744,0.720088,0.723825,0.312502,0.469330,0.644069,0.345867,0.250758,0.079755,-0.033365,0.070354
745,1.084974,1.366897,0.178267,1.173153,1.658701,0.094746,-0.088179,-0.291804,0.083521,0.099901
746,1.522275,0.974897,0.328111,1.469316,1.055319,0.304128,0.052959,-0.080423,0.023982,0.009848
747,1.869806,0.956825,0.477333,2.311548,0.950542,0.465283,-0.441742,0.006283,0.012050,0.195320
748,1.152091,1.973870,0.237706,1.047340,1.857954,0.241717,0.104750,0.115916,-0.004011,0.024425
749,0.633931,0.512179,0.494569,1.670966,0.507071,0.501471,-1.037035,0.005108,-0.006903,1.075515
750,1.106296,0.691334,0.217674,1.009096,0.724299,0.208082,0.097200,-0.032966,0.009592,0.010627
751,1.053834,1.323328,0.121251,1.530289,1.435824,0.147707,-0.476454,-0.112496,-0.026456,0.240364
752,1.555031,1.731130,0.243698,1.682422,1.750119,0.303433,-0.127391,-0.018989,-0.059735,0.020157
753,1.791872,1.798519,0.194096,2.266376,3.047488,-0.009116,-0.474504,-1.248969,0.203213,1.826373
754,1.553333,1.091402,0.227251,1.562586,0.992328,0.257720,-0.009253,0.099075,-0.030469,0.010830
755,1.074184,1.072348,0.318048,0.878035,1.104056,0.296402,0.196149,-0.031709,0.021646,0.039948
756,1.493731,1.212307,0.175291,1.833933,1.198094,0.242167,-0.340201,0.014213,-0.066876,0.120411
757,1.076893,1.886723,0.435985,0.975247,1.778627,0.527562,0.101645,0.108096,-0.091577,0.030403
758,0.731401,1.996184,0.368026,0.617438,1.779308,0.653446,0.113963,0.216876,-0.285420,0.141487
759,0.701416,0.607619,0.106283,1.033765,0.598820,0.118265,-0.332348,0.008799,-0.011982,0.110676
760,1.582009,1.230052,0.274694,1.507035,1.291218,0.224182,0.074974,-0.061166,0.050512,0.011914
761,1.985326,0.626995,0.356897,1.382420,0.528702,0.389652,0.602907,0.098294,-0.032755,0.374231
762,1.123783,1.184043,0.415571,1.286465,1.205316,0.455246,-0.162682,-0.021273,-0.039675,0.028492
763,1.406644,1.138556,0.171919,1.620095,1.070679,0.210487,-0.213451,0.067878,-0.038568,0.051656
764,1.264122,1.328075,0.280018,0.961707,1.441493,0.217469,0.302415,-0.113418,0.062550,0.108231
765,1.032961,0.778687,0.341829,0.500362,0.810343,0.314067,0.532598,-0.031656,0.027763,0.285434
766,1.366908,1.770206,0.194700,1.446450,1.736877,0.225613,-0.079542,0.033329,-0.030913,0.008393
767,1.252593,1.116257,0.318467,1.387733,1.249953,0.224706,-0.135139,-0.133697,0.093761,0.044929
768,1.050455,1.967350,0.327260,1.036792,1.876857,0.384113,0.013663,0.090493,-0.056854,0.011608
769,1.557324,0.669747,0.292613,2.116141,0.732748,0.279278,-0.558817,-0.063001,0.013335,0.316424
770,1.535746,0.713131,0.392517,0.793858,0.643472,0.400467,0.741888,0.069659,-0.007950,0.555313
771,1.975369,1.975503,0.411548,2.423129,2.850346,0.299021,-0.447760,-0.874843,0.112527,0.978502
772,1.197404,0.617352,0.455966,1.040736,0.594809,0.459478,0.156669,0.022543,-0.003512,0.025066
773,0.632670,1.208677,0.396674,0.686096,1.412923,0.338424,-0.053426,-0.204246,0.058250,0.047964
774,1.940617,0.617123,0.353475,2.757442,0.562332,0.361291,-0.816826,0.054791,-0.007816,0.670267
775,1.697147,0.968750,0.121110,1.838928,0.843207,0.159458,-0.141780,0.125542,-0.038349,0.037333
776,1.015319,1.667791,0.287548,0.979677,1.582763,0.223911,0.035642,0.085027,0.063637,0.012550
