Results for N = 40
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
258,1.633941,1.378412,0.380353,1.766257,1.422389,0.426335,-0.132316,-0.043977,-0.045983,0.021556
259,0.608884,1.892072,0.142454,0.570029,1.927291,0.048555,0.038855,-0.035220,0.093899,0.011567
260,1.680338,0.952026,0.134602,0.928069,0.912969,0.105464,0.752269,0.039057,0.029138,0.568283
261,1.647911,1.156514,0.258045,1.428827,1.085224,0.251028,0.219084,0.071290,0.007017,0.053129
262,1.491085,1.210982,0.313387,1.770625,1.098996,0.399452,-0.279540,0.111985,-0.086065,0.098090
263,0.704572,1.086489,0.418994,0.280273,1.078522,0.390375,0.424299,0.007967,0.028619,0.180912
264,1.318587,1.940201,0.157630,1.566097,2.339294,0.121207,-0.247510,-0.399093,0.036423,0.221863
265,1.515934,1.871253,0.418007,1.349859,1.861161,0.366293,0.166074,0.010092,0.051713,0.030357
266,1.593987,1.059696,0.479786,1.891070,1.028999,0.477227,-0.297083,0.030696,0.002559,0.089207
267,1.330286,1.332605,0.149294,1.662964,1.321270,0.202629,-0.332678,0.011335,-0.053335,0.113648
268,0.507545,1.394982,0.314861,0.732822,1.499153,0.373387,-0.225277,-0.104170,-0.058526,0.065027
269,1.920469,0.957037,0.399319,2.090744,1.050929,0.366376,-0.170275,-0.093893,0.032943,0.038895
270,1.855320,1.015777,0.265062,1.350016,1.026873,0.208165,0.505304,-0.011095,0.056897,0.258692
271,1.468897,1.268829,0.164382,0.986584,1.113552,0.198677,0.482314,0.155277,-0.034295,0.257914
272,0.831182,1.752123,0.177730,0.684248,1.605577,0.222160,0.146934,0.146546,-0.044429,0.045039
273,0.772037,1.699490,0.440900,0.416949,1.484689,0.522814,0.355088,0.214801,-0.081913,0.178937
274,1.777082,1.898555,0.497725,1.435897,1.530210,0.670536,0.341185,0.368344,-0.172811,0.281948
275,1.191898,1.324497,0.216261,1.650626,1.522032,0.227717,-0.458728,-0.197535,-0.011455,0.249583
276,0.601044,0.647304,0.390236,0.635538,0.637987,0.380184,-0.034494,0.009317,0.010052,0.001378
277,1.230786,0.996276,0.151286,1.029119,0.941971,0.199685,0.201666,0.054305,-0.048399,0.045961
278,1.483209,0.650068,0.347806,2.181846,0.710682,0.326626,-0.698636,-0.060614,0.021180,0.492215
279,1.850178,0.976679,0.280258,1.994946,0.975420,0.235940,-0.144768,0.001259,0.044319,0.022923
280,1.424514,0.958513,0.333668,1.330882,0.929281,0.373540,0.093632,0.029233,-0.039872,0.011211
281,1.348328,1.046740,0.226533,1.291465,0.957643,0.286264,0.056863,0.089097,-0.059731,0.014739
282,1.142461,0.507248,0.198470,2.607975,0.531560,0.197869,-1.465514,-0.024312,0.000601,2.148321
283,0.832289,1.609724,0.274450,0.700379,1.568596,0.314873,0.131909,0.041128,-0.040423,0.020726
284,1.760165,0.701459,0.393189,0.863431,0.716953,0.350239,0.896735,-0.015494,0.042950,0.806218
285,1.816829,1.194273,0.243497,3.050831,2.263893,0.118422,-1.234002,-1.069620,0.125075,2.682493
286,0.958208,1.327508,0.170308,0.940122,1.315534,0.159753,0.018085,0.011974,0.010555,0.000582
287,1.409941,1.762689,0.443485,1.502400,1.672195,0.492822,-0.092458,0.090494,-0.049337,0.019172
288,0.710003,1.307927,0.205294,0.681090,1.244031,0.278595,0.028912,0.063896,-0.073301,0.010292
289,1.829504,0.614694,0.130160,1.558757,0.543573,0.138101,0.270747,0.071121,-0.007941,0.078425
290,0.527945,1.260767,0.112478,0.427190,1.195781,0.119420,0.100756,0.064986,-0.006942,0.014423
291,1.372836,1.107702,0.336015,1.447348,0.957817,0.302390,-0.074513,0.149885,0.033625,0.029148
292,1.859455,1.327391,0.317388,1.476417,1.174872,0.239495,0.383038,0.152519,0.077892,0.176048
293,1.998092,1.208156,0.410079,2.051403,1.071084,0.495426,-0.053310,0.137072,-0.085347,0.028915
294,1.048728,0.834960,0.408858,1.314027,0.836065,0.413016,-0.265299,-0.001105,-0.004158,0.070402
295,1.599840,0.936499,0.285880,1.588840,0.975931,0.286494,0.011001,-0.039432,-0.000614,0.001676
296,1.265618,1.095178,0.300867,1.374920,1.127773,0.363871,-0.109302,-0.032595,-0.063004,0.016979
297,1.494018,1.771973,0.422616,1.376699,1.596010,0.425384,0.117319,0.175963,-0.002768,0.044734
298,1.421054,0.748765,0.305655,0.892573,0.693545,0.309721,0.528481,0.055221,-0.004066,0.282358
299,1.169331,0.768718,0.479485,1.663314,0.833453,0.497079,-0.493983,-0.064736,-0.017594,0.248519
300,1.489120,1.951603,0.394368,1.124267,1.730826,0.294822,0.364853,0.220778,0.099546,0.191770
301,1.225255,1.038193,0.187528,1.041073,1.055269,0.140692,0.184182,-0.017076,0.046836,0.036408
302,1.231463,0.594292,0.247774,0.528950,0.571474,0.263265,0.702513,0.022818,-0.015491,0.494286
303,0.564213,0.810161,0.463090,-0.348053,0.868490,0.425275,0.912266,-0.058329,0.037815,0.837062
304,1.041877,1.204511,0.281857,1.309190,1.184395,0.281104,-0.267313,0.020117,0.000754,0.071861
305,0.569656,1.970885,0.229628,0.689922,2.009348,0.130592,-0.120266,-0.038463,0.099036,0.025752
306,1.555604,1.282059,0.431859,2.118486,1.729330,0.366708,-0.562881,-0.447271,0.065151,0.521131
307,1.752308,0.894974,0.317740,2.018488,0.964043,0.316866,-0.266180,-0.069069,0.000874,0.075623
308,0.760775,1.480513,0.246119,0.707903,1.369397,0.387343,0.052871,0.111116,-0.141224,0.035086
309,1.480005,1.753204,0.306665,1.293136,1.699144,0.204930,0.186869,0.054059,0.101735,0.048192
310,1.064493,1.860864,0.306549,0.918493,1.888529,0.238703,0.146000,-0.027665,0.067845,0.026684
311,1.029347,1.801579,0.294745,1.319325,1.904235,0.316514,-0.289978,-0.102656,-0.021769,0.095100
312,1.223165,1.406316,0.300735,1.027064,1.349764,0.335978,0.196101,0.056552,-0.035243,0.042896
313,0.708452,0.748409,0.130835,0.982493,0.862396,0.091454,-0.274040,-0.113987,0.039381,0.089642
314,1.465216,0.817276,0.174762,2.280729,0.963387,0.177666,-0.815514,-0.146111,-0.002904,0.686419
315,1.043334,1.575954,0.147332,0.825788,1.497675,0.166363,0.217546,0.078279,-0.019031,0.053816
316,0.845519,1.716759,0.388102,0.885630,1.750841,0.351641,-0.040111,-0.034082,0.036461,0.004100
317,1.222275,1.218222,0.184282,1.126771,1.097616,0.212113,0.095504,0.120606,-0.027831,0.024441
318,0.741869,1.750047,0.108978,0.928491,1.868193,0.074135,-0.186622,-0.118145,0.034843,0.050000
319,0.564716,1.360230,0.164452,0.159418,1.258774,0.264741,0.405299,0.101456,-0.100289,0.184618
320,1.444311,0.558786,0.328908,1.870014,0.587489,0.324771,-0.425703,-0.028703,0.004137,0.182064
321,0.583868,0.887389,0.172015,0.530457,0.962992,0.149938,0.053411,-0.075602,0.022077,0.009056
322,1.937358,1.399036,0.325442,1.956359,1.284174,0.352056,-0.019001,0.114862,-0.026614,0.014263
323,0.527930,1.579321,0.364698,0.336173,1.519530,0.396837,0.191757,0.059791,-0.032139,0.041378
324,0.925182,0.628623,0.279681,1.553360,0.624067,0.280365,-0.628178,0.004556,-0.000684,0.394629
325,1.989164,1.800954,0.168227,2.098538,1.745769,0.214998,-0.109374,0.055185,-0.046771,0.017196
326,1.745545,1.401258,0.417846,1.884386,1.562546,0.410826,-0.138840,-0.161288,0.007020,0.045340
327,1.730680,0.772826,0.363860,1.387063,0.698887,0.387203,0.343617,0.073939,-0.023344,0.124085
328,0.896781,1.586280,0.237069,1.087974,1.788563,0.178264,-0.191193,-0.202283,0.058805,0.080931
329,1.180205,1.385894,0.191926,1.197090,1.449015,0.202937,-0.016885,-0.063121,-0.011012,0.004391
330,1.078193,0.662855,0.180939,1.273100,0.665539,0.182043,-0.194907,-0.002684,-0.001103,0.037997
331,1.789388,1.256539,0.267918,1.741710,1.261533,0.303086,0.047678,-0.004994,-0.035168,0.003535
332,0.724342,0.644448,0.290348,0.829644,0.746151,0.261251,-0.105302,-0.101703,0.029096,0.022279
333,1.422122,0.558555,0.413547,1.064686,0.479790,0.428461,0.357436,0.078765,-0.014913,0.134187
334,1.254994,0.676275,0.292896,1.606356,0.683916,0.292047,-0.351362,-0.007641,0.000849,0.123514
335,0.695493,1.405212,0.431009,0.674681,1.436828,0.425000,0.020812,-0.031616,0.006008,0.001469
336,1.845453,1.662306,0.359693,1.965302,1.864121,0.229083,-0.119849,-0.201816,0.130610,0.072152
337,1.283066,1.055566,0.117375,1.598785,1.084949,0.120681,-0.315719,-0.029383,-0.003305,0.100553
338,1.294725,0.844229,0.420920,1.479361,0.937090,0.360419,-0.184636,-0.092861,0.060501,0.046374
339,1.684333,1.071855,0.335619,1.581525,1.096790,0.309475,0.102809,-0.024936,0.026144,0.011875
340,1.612091,1.642309,0.378683,1.412480,1.555579,0.338771,0.199611,0.086729,0.039912,0.048960
341,0.646575,0.700825,0.290856,0.420636,0.718628,0.279606,0.225940,-0.017804,0.011251,0.051492
342,0.848769,1.788580,0.213307,1.085738,1.792246,0.245682,-0.236969,-0.003666,-0.032375,0.057216
343,1.815149,1.112970,0.175608,1.363280,1.016881,0.186214,0.451869,0.096089,-0.010605,0.213531
344,1.563723,1.684134,0.331195,1.450123,1.732478,0.302885,0.113601,-0.048344,0.028310,0.016044
345,0.676743,0.510791,0.361818,-0.758155,0.534805,0.347121,1.434898,-0.024014,0.014698,2.059726
346,1.531650,0.973853,0.244908,1.993285,1.102313,0.195098,-0.461635,-0.128461,0.049810,0.232090
347,0.732168,1.477364,0.201453,0.850461,1.454226,0.268330,-0.118293,0.023138,-0.066877,0.019001
348,1.782465,1.135342,0.246258,1.674147,1.036111,0.251321,0.108319,0.099232,-0.005063,0.021606
349,0.913341,1.520909,0.401989,1.151349,1.690114,0.356564,-0.238008,-0.169205,0.045425,0.087342
350,1.119842,1.675683,0.292987,1.111163,1.395473,0.424795,0.008679,0.280210,-0.131808,0.095966
351,1.055319,1.332367,0.201511,0.789885,1.227267,0.209308,0.265434,0.105100,-0.007797,0.081562
352,0.959980,1.016534,0.382198,0.930232,1.042107,0.384353,0.029748,-0.025572,-0.002155,0.001544
353,1.603674,1.782498,0.363713,1.560350,1.887037,0.323426,0.043323,-0.104539,0.040287,0.014428
354,1.621721,1.169892,0.379725,1.432238,1.082640,0.431539,0.189484,0.087253,-0.051814,0.046202
355,0.742693,0.821687,0.260224,0.890323,0.820924,0.245252,-0.147631,0.000764,0.014973,0.022020
356,1.007657,1.325864,0.378823,0.495293,1.249843,0.303153,0.512363,0.076021,0.075670,0.274021
357,1.560185,0.741107,0.485828,1.008368,0.840266,0.434817,0.551816,-0.099159,0.051012,0.316936
358,0.507936,0.636633,0.158131,0.998247,0.620126,0.183008,-0.490311,0.016507,-0.024877,0.241296
359,1.888793,1.153066,0.125632,2.378056,1.238171,0.104840,-0.489263,-0.085104,0.020792,0.247054
360,0.832655,0.620060,0.115102,1.271717,0.666263,0.116057,-0.439061,-0.046203,-0.000955,0.194911
361,1.076489,1.976672,0.345586,0.895790,1.730983,0.559858,0.180699,0.245689,-0.214272,0.138928
362,1.281508,1.567409,0.338989,1.105189,1.403016,0.420183,0.176320,0.164393,-0.081193,0.064706
363,1.918574,1.730343,0.356117,1.899912,1.549777,0.483392,0.018662,0.180567,-0.127275,0.049151
364,1.158458,0.802561,0.362754,1.935502,0.801135,0.355247,-0.777044,0.001426,0.007507,0.603855
365,1.705865,0.929010,0.113444,1.771897,0.978951,0.099505,-0.066033,-0.049941,0.013939,0.007049
366,1.399272,1.273720,0.192668,1.594925,1.220064,0.253872,-0.195653,0.053657,-0.061204,0.044905
367,0.754224,0.554092,0.195703,0.376889,0.532440,0.197088,0.377336,0.021651,-0.001385,0.142853
368,0.500431,0.736167,0.498727,0.425962,0.709642,0.487847,0.074469,0.026525,0.010880,0.006368
369,1.669509,1.029691,0.258057,1.379592,0.896470,0.329050,0.289917,0.133222,-0.070993,0.106840
370,1.379120,1.276614,0.394770,1.061839,1.305560,0.361439,0.317281,-0.028946,0.033331,0.102616
371,0.602926,0.635249,0.213798,0.000000,nan,nan,0.602926,nan,nan,nan
372,1.744647,1.872513,0.239238,1.617980,1.819824,0.247228,0.126667,0.052690,-0.007990,0.018885
373,1.944931,0.914762,0.342545,2.682394,0.936591,0.351100,-0.737462,-0.021829,-0.008555,0.544400
374,0.791788,1.894571,0.329963,1.088962,2.307065,0.175923,-0.297174,-0.412494,0.154040,0.282192
375,0.891661,1.110702,0.142586,0.796460,1.063830,0.081435,0.095201,0.046872,0.061151,0.015000
376,0.608579,0.941378,0.478806,0.217095,0.924345,0.496646,0.391484,0.017033,-0.017840,0.153868
377,1.704413,1.935064,0.450445,2.122633,3.253861,0.284748,-0.418220,-1.318797,0.165697,1.941590
378,1.719721,1.362341,0.377677,1.387052,1.250566,0.334435,0.332669,0.111774,0.043241,0.125032
379,1.949083,1.344753,0.407987,1.992196,1.261073,0.411822,-0.043113,0.083680,-0.003835,0.008876
380,1.636210,1.941858,0.283539,2.162400,3.194023,0.010706,-0.526190,-1.252165,0.272834,1.919232
381,1.191081,1.380240,0.110940,1.021958,1.356508,0.165220,0.169122,0.023732,-0.054279,0.032112
382,0.674402,0.601331,0.353465,0.851650,0.599807,0.338658,-0.177248,0.001524,0.014807,0.031638
383,1.991297,1.515369,0.191972,2.216637,1.652757,0.202499,-0.225340,-0.137387,-0.010527,0.069764
384,0.973596,1.933169,0.306602,0.797184,1.738988,0.410163,0.176412,0.194180,-0.103561,0.079552
385,0.514585,1.748266,0.199303,0.630490,1.742474,0.203297,-0.115905,0.005791,-0.003994,0.013483
386,0.639514,1.510547,0.428430,0.525608,1.390556,0.593176,0.113906,0.119991,-0.164746,0.054514
387,0.614043,1.897094,0.290622,0.602979,2.051087,-0.048081,0.011064,-0.153993,0.338703,0.138556
388,1.030307,1.841474,0.207630,1.132545,1.718175,0.308618,-0.102238,0.123299,-0.100988,0.035854
389,1.920677,1.524661,0.463971,1.565735,1.403318,0.498186,0.354942,0.121343,-0.034215,0.141879
390,1.248499,0.799500,0.394172,1.982735,0.874853,0.418166,-0.734236,-0.075353,-0.023994,0.545356
391,1.809114,0.810168,0.181107,1.914964,0.809727,0.225328,-0.105850,0.000441,-0.044221,0.013160
392,0.874543,1.427895,0.162398,1.205594,1.614068,0.145025,-0.331051,-0.186172,0.017373,0.144557
393,0.660034,1.880282,0.370325,0.544989,1.778751,0.729414,0.115045,0.101531,-0.359089,0.152489
394,1.495136,1.420740,0.405698,1.609971,1.560466,0.347024,-0.114835,-0.139725,0.058674,0.036153
395,1.312211,0.563395,0.292917,0.768696,0.527471,0.287846,0.543515,0.035924,0.005071,0.296724
396,1.431001,1.238511,0.494145,0.789963,1.227146,0.446312,0.641038,0.011364,0.047833,0.413347
397,1.845500,1.803153,0.296322,1.931116,1.897122,0.321340,-0.085616,-0.093969,-0.025018,0.016786
398,1.976592,1.874010,0.212107,1.839926,1.365438,0.323111,0.136666,0.508572,-0.111005,0.289645
399,0.833139,1.364998,0.121659,0.727047,1.333339,0.239146,0.106092,0.031659,-0.117487,0.026061
400,1.698905,1.217480,0.316307,1.578087,1.392335,0.216601,0.120818,-0.174854,0.099706,0.055112
401,1.253713,1.090575,0.374535,1.422997,1.218977,0.293069,-0.169284,-0.128402,0.081466,0.051781
402,0.762201,1.964761,0.379298,0.826144,2.099634,0.308936,-0.063944,-0.134874,0.070361,0.027230
403,1.190106,1.533816,0.104728,0.922002,1.503569,0.111746,0.268104,0.030246,-0.007018,0.072844
404,0.816129,1.371512,0.230174,0.878882,1.577339,0.247594,-0.062753,-0.205827,-0.017419,0.046606
405,1.419167,0.889551,0.319425,1.226674,0.895603,0.296923,0.192494,-0.006052,0.022502,0.037597
406,0.855709,1.207018,0.345234,0.867693,1.266130,0.243482,-0.011985,-0.059112,0.101751,0.013991
407,1.048886,1.248155,0.184213,1.379593,1.123953,0.307403,-0.330707,0.124202,-0.123190,0.139969
408,1.551069,1.058464,0.441730,1.182087,1.046253,0.428202,0.368982,0.012211,0.013528,0.136480
409,0.919444,0.769834,0.152456,0.432691,0.698606,0.180031,0.486753,0.071228,-0.027575,0.242762
410,1.363839,0.842850,0.139948,0.776285,0.797438,0.123463,0.587554,0.045412,0.016485,0.347554
411,0.904924,0.853708,0.272888,1.010553,0.838449,0.271191,-0.105630,0.015258,0.001696,0.011393
412,1.071325,0.718766,0.483659,0.431955,0.699797,0.464174,0.639370,0.018968,0.019485,0.409534
413,0.724322,1.708503,0.170643,0.780209,1.585169,0.392269,-0.055887,0.123334,-0.221626,0.067453
414,1.249397,1.993343,0.439756,1.117605,1.966013,0.394261,0.131792,0.027330,0.045495,0.020186
415,1.275510,1.580840,0.414133,0.953599,1.453750,0.341467,0.321912,0.127090,0.072666,0.125059
416,0.950051,1.343208,0.327134,0.985105,1.255463,0.427019,-0.035054,0.087745,-0.099885,0.018905
417,1.097603,1.535815,0.124015,1.069201,1.622335,0.081879,0.028402,-0.086520,0.042136,0.010068
418,1.720727,1.214809,0.351945,1.780073,1.234345,0.427134,-0.059346,-0.019536,-0.075189,0.009557
419,1.174782,1.001985,0.244385,0.359886,0.839934,0.274563,0.814896,0.162051,-0.030178,0.691226
420,1.340525,1.897767,0.203086,1.778272,2.060181,0.207470,-0.437747,-0.162414,-0.004384,0.218020
421,0.529753,0.681856,0.446947,0.711768,0.717686,0.461134,-0.182015,-0.035829,-0.014187,0.034614
422,1.944675,0.798437,0.330358,2.430876,0.800497,0.321818,-0.486202,-0.002060,0.008540,0.236469
423,1.473696,0.761808,0.412124,1.081891,0.783164,0.400032,0.391805,-0.021355,0.012092,0.154114
424,1.032664,1.509789,0.294997,0.593247,1.428238,0.320168,0.439417,0.081551,-0.025171,0.200371
425,1.604789,1.834449,0.252428,2.386737,2.893807,0.173613,-0.781947,-1.059358,0.078816,1.739893
426,0.929785,1.447568,0.157939,0.959564,1.444712,0.167795,-0.029779,0.002856,-0.009856,0.000992
427,0.751363,1.711576,0.234955,0.735130,1.885780,-0.002853,0.016233,-0.174204,0.237809,0.087164
428,1.446910,1.357456,0.439560,1.708906,1.285749,0.466930,-0.261996,0.071707,-0.027370,0.074533
429,0.607016,0.742999,0.191287,1.134246,0.747014,0.187670,-0.527230,-0.004015,0.003617,0.278000
430,0.975317,0.937035,0.206989,0.688538,0.899063,0.214711,0.286779,0.037972,-0.007722,0.083744
431,1.466966,0.906872,0.277959,1.103945,0.878124,0.278495,0.363022,0.028748,-0.000536,0.132612
432,1.794210,1.044747,0.334768,1.662044,1.043655,0.331232,0.132165,0.001092,0.003536,0.017481
433,1.948289,1.120984,0.173554,2.086896,1.203848,0.170340,-0.138607,-0.082865,0.003215,0.026089
434,0.534652,1.591659,0.364809,0.783943,1.577618,0.464679,-0.249291,0.014041,-0.099870,0.072317
435,1.910656,1.551045,0.132026,2.014825,1.818303,0.041919,-0.104169,-0.267257,0.090106,0.090397
436,0.750366,0.654514,0.125517,0.156447,0.639726,0.122784,0.593918,0.014788,0.002733,0.352965
437,1.818036,1.322651,0.110546,1.400836,1.389107,0.034597,0.417201,-0.066456,0.075949,0.184241
438,1.095519,1.647495,0.133300,0.937703,1.478395,0.143409,0.157816,0.169100,-0.010109,0.053603
439,0.893678,0.732912,0.361933,0.859196,0.720487,0.365655,0.034483,0.012425,-0.003722,0.001357
440,1.828207,0.964056,0.198959,1.823321,0.951341,0.176860,0.004886,0.012715,0.022099,0.000674
441,0.926263,1.439721,0.152511,0.808939,1.358091,0.186685,0.117324,0.081630,-0.034174,0.021596
442,1.757777,0.542857,0.365420,0.812961,0.498751,0.371306,0.944815,0.044106,-0.005886,0.894656
443,1.790553,0.987802,0.290462,1.814743,0.955838,0.274473,-0.024190,0.031964,0.015989,0.001862
444,1.962472,1.310876,0.208966,2.100536,1.196031,0.220198,-0.138064,0.114846,-0.011232,0.032377
445,1.167267,1.954313,0.379049,1.877645,3.678413,-0.067334,-0.710378,-1.724100,0.446383,3.676415
446,0.765555,1.396376,0.352419,0.910535,1.522505,0.271377,-0.144980,-0.126129,0.081042,0.043496
447,1.453777,1.345977,0.309384,1.137312,1.218922,0.253314,0.316465,0.127055,0.056070,0.119437
448,1.459292,0.964492,0.238867,1.647178,0.941366,0.258995,-0.187886,0.023126,-0.020128,0.036241
449,1.309502,1.707062,0.276744,1.336912,1.455526,0.391725,-0.027410,0.251536,-0.114981,0.077242
450,1.048675,0.889711,0.221429,0.751584,0.823646,0.231660,0.297091,0.066064,-0.010231,0.092732
451,0.500139,1.723070,0.439179,0.621687,1.767148,0.510608,-0.121548,-0.044079,-0.071429,0.021819
452,1.015827,1.203797,0.103327,0.871146,1.261112,0.095785,0.144682,-0.057315,0.007541,0.024275
453,1.883133,1.920436,0.290827,2.354795,2.933060,0.125996,-0.471662,-1.012624,0.164831,1.275041
454,0.513699,1.145653,0.217169,0.622230,1.174625,0.161628,-0.108532,-0.028972,0.055542,0.015703
455,0.846823,0.510827,0.249458,2.025992,0.542259,0.250951,-1.179169,-0.031432,-0.001494,1.391430
456,1.117604,1.340832,0.257901,1.145995,1.513620,0.152322,-0.028391,-0.172788,0.105578,0.041809
457,0.744904,1.605677,0.255889,0.662110,1.867912,0.058364,0.082795,-0.262235,0.197526,0.114639
458,1.067537,0.894470,0.268896,1.440381,0.962450,0.229125,-0.372844,-0.067979,0.039771,0.145216
459,0.859343,1.646807,0.463982,0.819403,1.509346,0.611014,0.039940,0.137462,-0.147033,0.042109
460,1.711362,1.526960,0.213871,1.825570,1.376176,0.267127,-0.114207,0.150784,-0.053256,0.038615
461,1.614390,1.713213,0.265162,1.539563,1.631830,0.347446,0.074827,0.081383,-0.082284,0.018993
462,1.780223,0.773611,0.215838,1.392634,0.788874,0.190271,0.387589,-0.015263,0.025568,0.151112
463,1.455339,1.426594,0.208854,1.452585,1.512630,0.172598,0.002754,-0.086036,0.036255,0.008724
464,1.434131,0.781684,0.107758,1.027849,0.711085,0.132661,0.406282,0.070599,-0.024903,0.170669
465,0.574448,1.302456,0.174375,0.680553,1.245013,0.185929,-0.106105,0.057443,-0.011554,0.014691
466,0.653410,0.903793,0.386078,0.888954,0.822188,0.393813,-0.235544,0.081605,-0.007734,0.062200
467,1.590661,0.849216,0.160273,1.314019,0.836070,0.198139,0.276642,0.013145,-0.037865,0.078137
468,1.240369,1.012869,0.224631,0.931261,1.040955,0.212404,0.309109,-0.028086,0.012227,0.096486
469,1.699194,1.996945,0.285474,2.387400,2.893003,0.197008,-0.688206,-0.896058,0.088466,1.284373
470,1.687137,0.995373,0.437419,1.867005,0.929082,0.483584,-0.179868,0.066291,-0.046165,0.038878
471,1.927466,0.584058,0.410261,2.533697,0.547143,0.429594,-0.606231,0.036915,-0.019333,0.369252
472,0.607077,1.205220,0.176877,1.023009,1.208946,0.143461,-0.415932,-0.003726,0.033416,0.174130
473,1.762309,1.725876,0.431301,1.452579,1.729548,0.403495,0.309730,-0.003672,0.027806,0.096719
474,0.682942,1.652219,0.199585,0.770187,1.605794,0.276948,-0.087245,0.046424,-0.077363,0.015752
475,1.656838,1.164441,0.395048,1.681928,1.031317,0.471795,-0.025090,0.133124,-0.076747,0.024242
476,0.550265,1.191252,0.408398,0.344702,1.176279,0.369419,0.205564,0.014973,0.038979,0.044000
477,1.281709,1.973174,0.289130,1.091571,1.782669,0.391207,0.190137,0.190505,-0.102077,0.082864
478,1.522163,0.968164,0.229225,1.205150,0.911598,0.231820,0.317013,0.056566,-0.002595,0.103704
479,1.443746,0.563279,0.474968,1.575529,0.537786,0.492316,-0.131783,0.025493,-0.017347,0.018318
480,1.281389,0.879969,0.355408,1.872959,0.926129,0.336021,-0.591570,-0.046160,0.019387,0.352461
481,0.798085,1.831279,0.445463,1.134240,1.937177,0.587780,-0.336155,-0.105898,-0.142317,0.144469
482,0.826682,0.669393,0.353164,0.502291,0.601804,0.368900,0.324391,0.067589,-0.015736,0.110045
483,0.986770,0.751041,0.210440,1.109985,0.763342,0.203990,-0.123214,-0.012301,0.006450,0.015375
484,0.679474,1.683716,0.103572,1.178364,2.132028,-0.122012,-0.498890,-0.448313,0.225584,0.500763
485,0.562990,1.675213,0.290108,0.064494,1.551815,0.359896,0.498496,0.123398,-0.069788,0.268595
486,1.394318,1.057098,0.135792,1.421034,1.091176,0.130486,-0.026715,-0.034078,0.005306,0.001903
487,0.736548,0.637102,0.347458,1.455896,0.665844,0.321817,-0.719349,-0.028742,0.025641,0.518946
488,1.896273,1.995460,0.350053,2.446513,2.823102,0.341198,-0.550240,-0.827642,0.008855,0.987834
489,0.589663,1.466862,0.380531,0.751635,1.461629,0.368921,-0.161973,0.005233,0.011610,0.026397
490,1.687199,0.688741,0.193070,1.177770,0.620569,0.218094,0.509430,0.068172,-0.025024,0.264792
491,1.972514,1.682843,0.402679,2.115530,1.731747,0.429465,-0.143016,-0.048904,-0.026786,0.023563
492,1.708288,1.158078,0.177186,2.246374,1.310752,0.223420,-0.538086,-0.152673,-0.046234,0.314984
493,1.533875,1.037251,0.153893,1.593188,1.088761,0.077322,-0.059313,-0.051510,0.076571,0.012034
494,1.847995,1.227953,0.275000,1.651385,1.178350,0.289496,0.196609,0.049603,-0.014496,0.041326
495,0.942072,1.545557,0.175910,1.202187,1.442872,0.339921,-0.260115,0.102685,-0.164011,0.105103
496,0.779940,1.021497,0.392961,0.942246,1.028819,0.366518,-0.162306,-0.007322,0.026443,0.027096
497,0.912987,1.747024,0.465790,0.906225,1.711052,0.495112,0.006762,0.035973,-0.029322,0.002200
498,1.331780,0.603315,0.162010,0.891117,0.573242,0.151472,0.440663,0.030073,0.010538,0.195200
499,0.943509,0.895024,0.246845,1.149202,0.843542,0.309197,-0.205693,0.051482,-0.062352,0.048848
500,0.501080,1.457039,0.251617,0.207764,1.454923,0.230352,0.293316,0.002116,0.021265,0.086491
501,0.778301,0.528080,0.442732,0.745530,0.543861,0.445081,0.032771,-0.015782,-0.002349,0.001329
502,1.664025,0.858180,0.388401,2.061457,0.841444,0.392651,-0.397432,0.016736,-0.004249,0.158251
503,1.487434,1.308435,0.254996,1.859446,1.583504,0.269319,-0.372012,-0.275069,-0.014322,0.214261
504,1.286105,1.246324,0.320587,1.516302,1.449068,0.261391,-0.230197,-0.202744,0.059196,0.097600
505,1.419559,0.983900,0.356362,0.860691,0.849187,0.353216,0.558868,0.134714,0.003146,0.330491
506,0.665696,1.284801,0.126672,1.022386,1.355941,0.009897,-0.356689,-0.071140,0.116775,0.145925
507,1.752790,0.694661,0.449397,2.142252,0.647120,0.468457,-0.389462,0.047541,-0.019060,0.154304
508,0.803119,1.228055,0.139501,0.787889,1.075403,0.251325,0.015230,0.152652,-0.111824,0.036039
509,1.356518,1.754449,0.363169,1.501487,1.961015,0.332389,-0.144969,-0.206566,0.030780,0.064633
510,1.288732,1.551971,0.202375,1.816194,1.621214,0.264344,-0.527462,-0.069243,-0.061968,0.286851
511,1.049531,1.408930,0.128350,1.129778,1.372480,0.216083,-0.080247,0.036450,-0.087733,0.015465
512,1.895317,0.813107,0.296562,2.375323,0.819219,0.297031,-0.480007,-0.006112,-0.000469,0.230444
513,1.834651,0.619935,0.420408,2.050234,0.603230,0.433485,-0.215583,0.016705,-0.013077,0.046926
514,0.591050,1.337030,0.475298,0.602116,1.407202,0.368863,-0.011065,-0.070172,0.106434,0.016375
515,1.123930,1.053603,0.383374,1.225638,1.131079,0.352729,-0.101709,-0.077476,0.030645,0.017286
516,1.735464,0.898723,0.116261,3.145121,1.164840,0.108899,-1.409657,-0.266116,0.007362,2.058004
517,0.605582,0.955857,0.477841,0.868935,0.975099,0.425034,-0.263353,-0.019243,0.052808,0.072514
