Results for N = 10
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
261,1.748215,1.247563,0.386641,1.496262,1.468476,0.194670,0.251953,-0.220912,0.191972,0.149136
262,1.263308,0.910137,0.433890,-0.491745,0.824544,0.495562,1.755053,0.085594,-0.061672,3.091341
263,1.970367,0.865596,0.320506,2.486839,0.883541,0.333288,-0.516472,-0.017945,-0.012782,0.267229
264,1.075379,1.882802,0.303296,0.818484,1.693733,0.435929,0.256895,0.189069,-0.132632,0.119333
265,1.818989,1.796040,0.210499,1.348825,1.628991,0.256939,0.470164,0.167049,-0.046440,0.251116
266,1.685009,1.122414,0.473699,1.292022,1.072965,0.413629,0.392987,0.049449,0.060070,0.160493
267,1.261607,1.730824,0.213136,0.856623,1.618324,0.357514,0.404983,0.112500,-0.144378,0.197513
268,0.947834,1.380407,0.499561,1.594263,1.378207,0.611506,-0.646430,0.002200,-0.111945,0.430408
269,1.234461,0.722893,0.315432,1.864089,0.743685,0.295210,-0.629628,-0.020792,0.020222,0.397273
270,1.017686,1.327876,0.317372,1.347184,1.630976,0.156072,-0.329498,-0.303100,0.161300,0.226456
271,1.183017,0.982666,0.175461,3.631820,1.901734,0.122118,-2.448803,-0.919068,0.053343,6.844168
272,1.546248,1.357696,0.193425,1.885192,1.165518,0.374054,-0.338944,0.192179,-0.180629,0.184443
273,1.663317,0.565471,0.397882,0.813993,0.498119,0.410754,0.849324,0.067352,-0.012872,0.726053
274,1.557842,1.717113,0.254432,2.336498,2.956029,0.371243,-0.778656,-1.238916,-0.116811,2.154862
275,1.495533,1.731121,0.492327,1.365422,1.609191,0.416792,0.130111,0.121930,0.075535,0.037501
276,1.242993,0.555529,0.300916,3.734281,0.588393,0.308713,-2.491288,-0.032863,-0.007797,6.207659
277,1.385271,1.804550,0.449676,1.207250,1.820024,0.527670,0.178020,-0.015474,-0.077994,0.038014
278,1.160459,1.288927,0.282771,1.755131,1.251886,0.373650,-0.594672,0.037040,-0.090879,0.363265
279,1.583666,1.114968,0.361913,3.013729,2.291764,0.342630,-1.430063,-1.176796,0.019283,3.430301
280,0.731542,1.204236,0.487681,0.312574,1.297181,0.363127,0.418968,-0.092945,0.124555,0.199687
281,1.007842,1.539057,0.359935,1.988988,3.472497,-0.000704,-0.981146,-1.933440,0.360639,4.830899
282,1.777648,1.778512,0.443737,1.928183,3.582002,0.017727,-0.150535,-1.803490,0.426010,3.456720
283,1.070014,0.974992,0.387487,2.129047,1.032022,0.354707,-1.059033,-0.057031,0.032780,1.125879
284,1.639103,1.808575,0.114360,1.407132,1.561492,0.504024,0.231971,0.247083,-0.389665,0.266699
285,0.602631,1.446742,0.468372,0.868861,1.595530,0.268301,-0.266230,-0.148788,0.200071,0.133045
286,1.996139,1.620150,0.273589,2.727073,2.532662,0.276569,-0.730934,-0.912513,-0.002980,1.366953
287,0.647665,1.450622,0.449032,0.332225,1.220455,0.339461,0.315440,0.230167,0.109570,0.164485
288,1.165518,1.541002,0.461370,0.247305,1.639538,0.090024,0.918213,-0.098536,0.371346,0.990723
289,0.568986,1.694215,0.217347,0.554163,1.528969,0.055407,0.014823,0.165246,0.161940,0.053751
290,1.062262,0.718355,0.312467,0.000000,nan,nan,1.062262,nan,nan,nan
291,1.348892,1.688779,0.167993,1.467150,1.497614,0.318133,-0.118258,0.191165,-0.150139,0.073071
292,0.618453,1.806259,0.347884,1.121851,1.958571,0.450413,-0.503399,-0.152311,-0.102529,0.287121
293,0.861245,1.869244,0.157247,0.980393,2.241167,-0.061652,-0.119148,-0.371924,0.218899,0.200440
294,1.191725,0.880966,0.202131,1.490443,0.930122,0.140731,-0.298718,-0.049156,0.061400,0.095419
295,0.514096,1.706950,0.460484,-0.295610,1.371620,0.822493,0.809706,0.335329,-0.362009,0.899121
296,1.516416,0.736963,0.276692,1.242313,0.682033,0.241603,0.274104,0.054931,0.035089,0.079382
297,1.018348,1.381358,0.355575,1.415378,1.552394,0.112635,-0.397030,-0.171036,0.242941,0.245906
298,1.136463,0.875147,0.438122,1.881601,0.736763,0.526958,-0.745138,0.138384,-0.088836,0.582272
299,0.798825,1.077040,0.293283,1.086758,1.275623,0.273555,-0.287933,-0.198584,0.019728,0.122730
300,0.855809,1.357884,0.329925,0.278420,1.456308,0.260152,0.577389,-0.098424,0.069773,0.347933
301,1.989038,0.942846,0.491178,4.051087,1.704914,0.441273,-2.062049,-0.762068,0.049904,4.835284
302,1.487345,0.911721,0.326372,1.774783,0.781106,0.369303,-0.287438,0.130614,-0.042931,0.101524
303,1.528699,1.617003,0.119618,2.396644,2.881844,-0.095832,-0.867945,-1.264840,0.215450,2.399569
304,1.409610,1.245091,0.461662,0.356746,1.136564,0.465187,1.052863,0.108527,-0.003525,1.120312
305,0.929291,1.698290,0.342826,0.903219,2.432660,-0.446773,0.026072,-0.734370,0.789599,1.163445
306,1.028481,1.454927,0.348356,1.299077,1.691374,0.171197,-0.270596,-0.236447,0.177160,0.160515
307,1.516647,1.581393,0.363673,0.718940,1.178538,0.498772,0.797707,0.402855,-0.135099,0.816880
308,1.757506,1.442372,0.461361,1.296076,1.069609,0.608813,0.461429,0.372764,-0.147452,0.373612
309,1.469511,0.963399,0.276329,0.376969,1.075593,0.189198,1.092542,-0.112193,0.087131,1.213827
310,1.369361,1.598540,0.136053,0.975505,1.421104,0.114882,0.393856,0.177436,0.021171,0.187054
311,0.942666,1.621221,0.170256,0.820316,1.689952,-0.042624,0.122350,-0.068731,0.212880,0.065011
312,0.698240,1.309112,0.488596,0.993528,1.395325,0.389394,-0.295288,-0.086213,0.099202,0.104469
313,1.296279,1.870230,0.432189,0.000000,nan,nan,1.296279,nan,nan,nan
314,0.885455,1.737035,0.292739,0.794143,1.745649,0.356266,0.091312,-0.008614,-0.063527,0.012448
315,1.709733,1.619839,0.235486,2.344022,2.946540,0.127055,-0.634289,-1.326701,0.108431,2.174216
316,0.672755,1.944340,0.156303,0.479723,1.766223,0.518837,0.193031,0.178117,-0.362534,0.200418
317,1.949750,1.790211,0.389687,3.199924,2.158412,0.364175,-1.250174,-0.368201,0.025511,1.699157
318,1.969913,1.950905,0.421835,2.543795,2.715138,0.206724,-0.573882,-0.764233,0.215111,0.959666
319,1.048663,1.686023,0.105567,1.370234,1.603540,0.230721,-0.321571,0.082483,-0.125153,0.125875
320,1.304858,1.182179,0.369131,1.330968,1.041569,0.263720,-0.026109,0.140610,0.105411,0.031564
321,1.508511,1.376840,0.428967,1.602751,1.370908,0.402621,-0.094240,0.005932,0.026345,0.009610
322,1.910438,0.662519,0.193529,2.743663,0.505271,0.270696,-0.833225,0.157248,-0.077167,0.724946
323,0.537537,1.826352,0.324563,0.447160,1.894842,0.383415,0.090377,-0.068489,-0.058852,0.016322
324,1.872884,0.832051,0.125287,0.524108,0.773628,0.113465,1.348775,0.058423,0.011822,1.822748
325,1.735783,1.864081,0.220876,2.191718,3.151297,-0.021210,-0.455935,-1.287216,0.242086,1.923407
326,1.112444,0.709666,0.478505,1.381945,0.613120,0.482879,-0.269501,0.096546,-0.004375,0.081971
327,0.956547,1.238937,0.138877,0.685999,1.235131,-0.043044,0.270548,0.003806,0.181921,0.106306
328,1.830889,0.703496,0.281458,1.603327,0.528462,0.308050,0.227562,0.175034,-0.026592,0.083128
329,1.505729,1.614710,0.478390,2.238736,3.085114,0.137305,-0.733007,-1.470403,0.341085,2.815724
330,1.128690,1.613404,0.161809,1.048043,1.322746,0.319044,0.080648,0.290657,-0.157235,0.115709
331,1.122327,0.648532,0.295739,-0.654725,0.619291,0.337922,1.777052,0.029242,-0.042184,3.160547
332,1.112174,1.927282,0.113087,1.885665,3.662768,-0.093840,-0.773492,-1.735485,0.206926,3.653018
333,1.055795,1.165075,0.480222,0.732571,1.156609,0.445013,0.323224,0.008465,0.035209,0.105785
334,1.783175,0.649032,0.374272,1.421459,0.596076,0.412917,0.361717,0.052956,-0.038644,0.135137
335,1.316699,1.966764,0.243470,2.199703,3.139858,0.286041,-0.883004,-1.173094,-0.042572,2.157658
336,1.097209,0.784713,0.148864,0.603805,0.671516,0.250078,0.493404,0.113197,-0.101215,0.266505
337,1.772050,1.182076,0.365107,2.211553,0.993521,0.585521,-0.439503,0.188555,-0.220414,0.277298
338,1.462557,1.395719,0.108543,1.045262,1.326266,0.063858,0.417295,0.069453,0.044685,0.180956
339,1.680192,0.865353,0.150370,3.265495,2.115071,0.036035,-1.585303,-1.249718,0.114334,4.088054
340,1.346867,0.602915,0.406063,2.822279,0.491197,0.472171,-1.475412,0.111718,-0.066109,2.193691
341,0.810736,0.823927,0.447878,-1.145114,0.739924,0.499709,1.955850,0.084003,-0.051831,3.835094
342,0.992839,0.721331,0.460212,1.047323,0.809013,0.461707,-0.054484,-0.087682,-0.001494,0.010659
343,0.504253,1.787609,0.157875,1.147477,1.914830,0.296987,-0.643224,-0.127221,-0.139112,0.449275
344,0.694988,0.875981,0.169799,1.064085,0.796269,0.153682,-0.369097,0.079712,0.016117,0.142846
345,1.491586,0.538670,0.105944,3.514153,0.625250,0.090294,-2.022567,-0.086580,0.015650,4.098516
346,1.684977,0.856897,0.229509,2.331693,0.942330,0.265487,-0.646716,-0.085433,-0.035978,0.426834
347,0.761369,0.578599,0.396687,0.846891,0.478769,0.397664,-0.085522,0.099830,-0.000976,0.017281
348,1.289128,1.618498,0.290498,0.246422,1.645407,0.193978,1.042706,-0.026909,0.096520,1.097276
349,1.667026,1.269857,0.143622,1.904638,1.153618,0.207308,-0.237612,0.116239,-0.063687,0.074027
350,1.255758,1.918123,0.117346,1.861866,3.709587,-0.388679,-0.606108,-1.791463,0.506025,3.832769
351,1.674840,1.800471,0.308580,2.432960,2.838827,0.388670,-0.758120,-1.038356,-0.080090,1.659344
352,1.187064,1.946039,0.124330,1.423376,1.543671,0.276779,-0.236313,0.402369,-0.152449,0.240985
353,1.218473,1.102426,0.374439,-0.369213,1.098187,0.346973,1.587686,0.004238,0.027466,2.521519
354,1.235403,1.864551,0.129396,1.187575,1.850177,0.013522,0.047828,0.014374,0.115875,0.015921
355,0.621186,1.412446,0.126273,1.264353,1.737826,0.105761,-0.643167,-0.325380,0.020512,0.519956
356,0.912524,1.449615,0.319343,2.576542,2.680630,0.136661,-1.664018,-1.231015,0.182682,4.317725
357,0.987778,1.991942,0.312223,1.667011,4.143197,-0.150898,-0.679233,-2.151255,0.463121,5.303738
358,1.180573,1.408140,0.139671,1.721811,1.276113,0.465840,-0.541237,0.132027,-0.326169,0.416755
359,1.552669,1.779189,0.360367,0.963252,1.439181,0.446354,0.589417,0.340008,-0.085987,0.470412
360,1.653444,1.581260,0.186009,2.199779,3.139749,-0.155551,-0.546335,-1.558489,0.341561,2.844035
361,1.177332,0.842740,0.235573,0.475339,0.853001,0.244141,0.701993,-0.010261,-0.008568,0.492973
362,1.180248,1.123984,0.138034,3.089692,2.235419,-0.028975,-1.909444,-1.111434,0.167010,4.909153
363,1.140146,1.497662,0.249720,1.368619,1.605432,0.241357,-0.228473,-0.107770,0.008364,0.063884
364,0.728958,1.884478,0.126853,1.106483,1.985774,0.654902,-0.377525,-0.101296,-0.528049,0.431621
365,1.747658,0.639845,0.138626,3.029842,0.725195,0.076412,-1.282184,-0.085349,0.062214,1.655150
366,1.608194,1.717654,0.322548,2.345037,2.945265,0.221630,-0.736843,-1.227611,0.100918,2.060150
367,1.379698,1.342380,0.231858,1.534330,1.432042,-0.037524,-0.154632,-0.089662,0.269383,0.104517
368,0.683347,1.030397,0.366136,0.486193,0.833960,0.484857,0.197154,0.196437,-0.118721,0.091552
369,1.625426,1.802138,0.388424,2.325954,2.969429,0.171171,-0.700527,-1.167291,0.217253,1.900506
370,1.952598,1.400615,0.240658,3.036886,2.274288,0.140805,-1.084289,-0.873673,0.099854,1.948957
371,1.366878,0.819108,0.362695,1.818241,0.762437,0.400701,-0.451363,0.056671,-0.038006,0.208385
372,0.836367,0.662328,0.438149,0.566261,0.716040,0.376494,0.270107,-0.053712,0.061655,0.079644
373,1.051342,1.643908,0.329640,1.309953,1.677331,0.223066,-0.258611,-0.033422,0.106574,0.079355
374,1.710832,1.767733,0.489819,2.799501,2.467138,0.464910,-1.088669,-0.699405,0.024908,1.674988
375,1.727640,1.420360,0.357080,1.054258,1.314948,0.400623,0.673382,0.105412,-0.043544,0.466451
376,0.539381,1.893626,0.431784,0.719761,1.926048,0.372787,-0.180380,-0.032422,0.058997,0.037069
377,0.901172,0.770624,0.381080,0.633649,0.639889,0.426848,0.267523,0.130735,-0.045769,0.090755
378,0.963477,1.009737,0.102442,3.186300,2.167641,-0.060280,-2.222823,-1.157904,0.162722,6.308162
379,1.804794,1.349482,0.260314,1.727899,1.271617,0.191198,0.076896,0.077865,0.069115,0.016753
380,0.712812,1.449758,0.112263,0.640654,1.322552,-0.099736,0.072158,0.127206,0.211999,0.066332
381,1.619168,0.822699,0.267933,1.665151,0.832534,0.276468,-0.045984,-0.009834,-0.008535,0.002284
382,1.011344,1.055080,0.388638,0.477198,0.849679,0.538879,0.534146,0.205401,-0.150241,0.350074
383,1.665253,1.351390,0.133983,2.500738,2.761886,-0.095651,-0.835485,-1.410496,0.229634,2.740266
384,0.578913,0.736115,0.347135,0.000000,nan,nan,0.578913,nan,nan,nan
385,1.510953,0.908154,0.364775,3.648421,1.893081,0.231406,-2.137468,-0.984926,0.133369,5.556636
386,1.228493,1.163066,0.209267,1.207834,1.147753,0.197957,0.020659,0.015314,0.011310,0.000789
387,1.632415,0.670726,0.271965,1.139445,0.743606,0.223065,0.492970,-0.072880,0.048901,0.250722
388,0.924870,1.517729,0.294653,1.165932,1.884522,0.229527,-0.241062,-0.366793,0.065126,0.196889
389,1.500699,0.568126,0.258105,2.587903,0.535682,0.277630,-1.087204,0.032444,-0.019525,1.183447
390,1.398987,0.511531,0.220568,2.243542,0.617904,0.210459,-0.844555,-0.106374,0.010109,0.724691
391,0.816851,0.705852,0.202208,2.108269,0.657551,0.238610,-1.291418,0.048301,-0.036402,1.671418
392,0.992184,0.511595,0.398806,0.807827,0.501920,0.391128,0.184356,0.009674,0.007678,0.034140
393,0.763542,1.070311,0.381469,0.326119,1.243303,0.372582,0.437423,-0.172992,0.008886,0.221344
394,1.250394,1.750031,0.422480,0.860723,1.610616,0.305337,0.389671,0.139415,0.117143,0.185002
395,0.608113,1.792647,0.116921,0.000000,nan,nan,0.608113,nan,nan,nan
396,0.528112,1.881744,0.444844,0.708365,1.957034,0.555504,-0.180253,-0.075290,-0.110660,0.050405
397,1.363639,1.360100,0.383800,2.663047,2.593553,0.280282,-1.299409,-1.233454,0.103518,3.220586
398,1.126541,0.672760,0.108343,1.916793,0.723236,0.111580,-0.790252,-0.050476,-0.003238,0.627057
399,0.987152,1.701983,0.347250,0.617412,1.372337,0.616222,0.369740,0.329646,-0.268972,0.317720
400,1.748039,1.879655,0.135252,1.290828,1.702182,0.205225,0.457210,0.177473,-0.069973,0.245434
401,1.766727,0.864975,0.335549,2.355778,0.932696,0.347487,-0.589052,-0.067721,-0.011938,0.351711
402,1.285944,1.093650,0.224110,3.097578,2.229727,0.116684,-1.811634,-1.136077,0.107426,4.584231
403,1.009270,0.999603,0.167253,0.530766,0.763925,0.255678,0.478504,0.235678,-0.088425,0.292329
404,1.265725,0.671040,0.303981,0.560310,0.723644,0.343462,0.705415,-0.052604,-0.039481,0.501936
405,1.858884,1.024063,0.390952,1.950698,1.126379,0.454149,-0.091814,-0.102316,-0.063198,0.022892
406,1.728423,1.722556,0.194508,1.382572,1.589229,0.121000,0.345850,0.133326,0.073507,0.142792
407,0.719666,0.795908,0.340960,4.424154,1.561147,0.351853,-3.704488,-0.765239,-0.010894,14.308941
408,1.640323,1.483264,0.170858,2.743843,2.517183,0.207634,-1.103520,-1.033919,-0.036775,2.288098
409,1.659272,1.241176,0.401778,1.509028,1.456053,0.355614,0.150244,-0.214877,0.046164,0.070877
410,1.639816,1.173358,0.469662,1.564854,1.404109,0.395421,0.074962,-0.230751,0.074241,0.064377
411,1.346738,1.452947,0.349809,1.215546,1.140470,0.331029,0.131191,0.312477,0.018780,0.115206
412,1.796370,1.440826,0.160383,3.750943,1.841338,0.194474,-1.954573,-0.400512,-0.034091,3.981927
413,0.602429,1.163312,0.221128,0.000000,nan,nan,0.602429,nan,nan,nan
414,0.912011,0.584258,0.302935,0.766021,0.529313,0.342207,0.145990,0.054945,-0.039272,0.025874
415,0.965612,1.177871,0.122756,0.781185,1.084631,0.334431,0.184427,0.093240,-0.211675,0.087513
416,1.747545,0.615097,0.445700,1.171202,0.723443,0.449340,0.576343,-0.108346,-0.003640,0.343923
417,1.782940,1.422513,0.302827,1.505815,1.459160,0.205708,0.277125,-0.036647,0.097119,0.087573
418,1.194067,1.331475,0.416727,1.183223,1.171626,0.590339,0.010845,0.159849,-0.173612,0.055810
419,1.843815,1.174601,0.423926,1.216549,1.139530,0.227284,0.627266,0.035070,0.196642,0.433361
420,1.477756,0.982290,0.290252,2.097763,1.047413,0.253345,-0.620007,-0.065123,0.036907,0.390012
421,0.726292,0.592811,0.141401,0.652414,0.621485,0.136893,0.073878,-0.028674,0.004508,0.006300
422,1.848690,1.015157,0.385726,1.435975,0.965403,0.368464,0.412715,0.049754,0.017263,0.173107
423,1.256824,0.758838,0.199097,0.750549,0.540225,0.301920,0.506275,0.218613,-0.102823,0.314679
424,1.156637,1.159133,0.309099,2.024687,1.085217,0.284170,-0.868050,0.073916,0.024929,0.759596
425,0.738119,1.059278,0.213157,1.638943,1.340635,0.116985,-0.900823,-0.281357,0.096172,0.899894
426,1.113154,1.007551,0.339154,1.396716,0.992538,0.416263,-0.283562,0.015012,-0.077109,0.086579
427,1.683840,1.470958,0.126365,2.264017,3.050664,-0.193634,-0.580177,-1.579705,0.319998,2.934474
428,0.641759,1.517569,0.213659,1.332370,1.649110,0.280684,-0.690611,-0.131541,-0.067025,0.498739
429,1.585600,1.484846,0.462537,1.411369,1.556804,0.491079,0.174232,-0.071958,-0.028542,0.036349
430,1.809919,1.000043,0.333096,1.604631,0.863933,0.389387,0.205289,0.136110,-0.056291,0.063838
431,0.712143,1.024731,0.487079,-0.462085,0.877468,0.485805,1.174228,0.147263,0.001274,1.400499
432,1.547720,1.087937,0.338016,0.981528,0.863243,0.353435,0.566192,0.224694,-0.015419,0.371298
433,1.907003,0.964373,0.250672,2.211890,0.993370,0.230879,-0.304887,-0.028997,0.019792,0.094188
434,1.687493,1.719777,0.368047,1.688032,1.301649,0.526741,-0.000539,0.418129,-0.158694,0.200016
435,1.743438,1.608162,0.374166,2.510448,2.751204,0.259077,-0.767009,-1.143042,0.115088,1.908094
436,1.289590,1.469037,0.269363,0.715074,1.184910,0.347349,0.574516,0.284128,-0.077987,0.416879
437,1.042742,1.043897,0.172105,0.790894,1.071317,0.079720,0.251848,-0.027420,0.092385,0.072714
438,0.821289,1.921502,0.294508,1.027538,2.138340,0.246958,-0.206249,-0.216838,0.047550,0.091818
439,0.839815,0.706348,0.130866,1.999064,0.693472,0.134718,-1.159249,0.012876,-0.003852,1.344039
440,1.766643,0.651711,0.408350,0.510585,0.794119,0.373280,1.256058,-0.142408,0.035070,1.599191
441,1.752680,1.825523,0.115099,1.401969,1.567242,0.116165,0.350711,0.258281,-0.001066,0.189708
442,1.005147,1.649461,0.152420,0.987863,1.403327,0.272735,0.017284,0.246134,-0.120316,0.075357
443,1.065080,0.743371,0.432538,1.451080,0.955354,0.351333,-0.386000,-0.211983,0.081205,0.200527
444,1.656647,1.713566,0.166216,1.426689,1.540087,0.119300,0.229958,0.173479,0.046915,0.085177
445,1.156510,1.116288,0.370545,0.813027,1.042152,0.343967,0.343483,0.074136,0.026579,0.124183
446,0.856295,1.166298,0.213971,1.768063,1.242730,0.190560,-0.911768,-0.076432,0.023411,0.837710
447,1.622805,1.173392,0.313604,1.272019,1.089838,0.229872,0.350786,0.083554,0.083733,0.137043
448,0.964202,1.712936,0.287606,0.517165,1.638352,0.202755,0.447037,0.074584,0.084851,0.212605
449,1.752670,1.051761,0.478852,0.496272,0.817022,0.529004,1.256398,0.234739,-0.050152,1.636155
450,1.976660,1.192520,0.212709,1.924368,1.141790,0.167180,0.052292,0.050730,0.045529,0.007381
451,1.072809,1.291190,0.486507,0.758704,1.116770,0.671276,0.314105,0.174420,-0.184769,0.163223
452,1.725337,1.701889,0.155359,2.388242,2.891983,-0.190678,-0.662905,-1.190094,0.346038,1.975509
453,0.875005,1.461769,0.449647,0.896868,1.545705,0.545097,-0.021864,-0.083937,-0.095450,0.016634
454,1.331811,0.653885,0.438357,0.000000,nan,nan,1.331811,nan,nan,nan
455,1.776749,0.927595,0.405247,1.070354,0.791605,0.470582,0.706395,0.135990,-0.065335,0.521755
456,0.909187,1.857959,0.158939,1.200112,1.830850,0.157088,-0.290925,0.027109,0.001852,0.085375
457,1.156209,1.919620,0.188815,1.371014,1.602627,0.356749,-0.214805,0.316993,-0.167934,0.174827
458,1.176692,1.024378,0.110668,1.869344,1.175399,0.105086,-0.692652,-0.151021,0.005582,0.502605
459,0.579885,1.253011,0.194311,-0.337583,1.201084,0.240144,0.917468,0.051927,-0.045832,0.846545
460,1.991788,1.062369,0.111275,2.151357,1.021320,0.070713,-0.159569,0.041049,0.040562,0.028793
461,1.896239,1.758764,0.359984,2.449567,2.819581,0.389002,-0.553328,-1.060817,-0.029018,1.432347
462,1.687071,0.706399,0.214752,2.598924,0.845436,0.173727,-0.911853,-0.139037,0.041025,0.852489
463,1.744642,1.544108,0.155517,1.498647,1.466139,0.312878,0.245995,0.077969,-0.157361,0.091355
464,1.558304,1.172902,0.102100,1.568074,1.401225,0.005722,-0.009770,-0.228323,0.096378,0.061516
465,0.618839,0.883886,0.433985,0.420569,0.964087,0.370934,0.198270,-0.080201,0.063051,0.049718
466,1.323206,1.590852,0.311109,1.028565,1.347795,0.324398,0.294642,0.243057,-0.013290,0.146067
467,0.666780,0.932152,0.220460,0.793010,1.068458,0.202722,-0.126230,-0.136305,0.017739,0.034828
468,0.571624,1.129738,0.417560,0.657416,1.288830,0.325754,-0.085792,-0.159092,0.091806,0.041099
469,1.185670,0.666287,0.462059,0.703449,0.576396,0.495718,0.482221,0.089891,-0.033659,0.241751
470,1.395109,0.524653,0.306150,0.754160,0.537638,0.293979,0.640949,-0.012985,0.012172,0.411132
471,0.862907,0.715365,0.271696,1.059501,0.799714,0.288540,-0.196594,-0.084349,-0.016845,0.046048
472,1.422214,0.860846,0.266627,1.933515,0.716981,0.363324,-0.511301,0.143865,-0.096697,0.291476
473,1.496557,0.628421,0.489862,0.629792,0.643808,0.496627,0.866765,-0.015387,-0.006766,0.751564
474,0.601519,1.289089,0.302931,0.958671,1.446058,0.273807,-0.357152,-0.156969,0.029124,0.153045
475,1.982497,1.331228,0.256181,4.236259,1.630390,0.239509,-2.253762,-0.299162,0.016673,5.169220
476,1.205203,1.453506,0.492416,1.459308,1.505662,0.530873,-0.254105,-0.052156,-0.038457,0.068769
477,0.880475,0.524363,0.415408,0.751666,0.539422,0.407333,0.128810,-0.015059,0.008075,0.016884
478,1.017204,1.599412,0.351303,1.246574,1.762610,0.339249,-0.229371,-0.163199,0.012053,0.079390
479,1.657252,1.602780,0.233007,2.662819,2.593776,0.253961,-1.005567,-0.990995,-0.020954,1.993675
480,0.566504,1.319021,0.425404,0.000000,nan,nan,0.566504,nan,nan,nan
481,0.762634,1.668714,0.285849,1.234880,1.779303,0.033025,-0.472246,-0.110589,0.252824,0.299166
482,1.543084,1.447604,0.424599,2.899536,2.382021,0.488019,-1.356452,-0.934417,-0.063420,2.717120
483,0.594651,1.664286,0.283072,0.000000,nan,nan,0.594651,nan,nan,nan
484,0.940164,0.565709,0.179788,-0.799356,0.507240,0.209256,1.739520,0.058470,-0.029469,3.030216
485,0.562859,1.900056,0.306153,0.461473,1.836074,0.182273,0.101386,0.063983,0.123881,0.029719
486,1.983684,1.314546,0.201326,1.681033,1.307068,0.193859,0.302651,0.007478,0.007466,0.091709
487,1.629936,0.786655,0.242790,0.427984,0.947384,0.180350,1.201952,-0.160729,0.062440,1.474422
488,1.671262,1.798697,0.232770,2.446131,2.823542,0.307274,-0.774869,-1.024845,-0.074505,1.656280
489,0.686713,1.052029,0.455795,0.000000,nan,nan,0.686713,nan,nan,nan
490,1.614962,1.841956,0.254658,2.077775,3.324112,-0.147653,-0.462813,-1.482155,0.402310,2.572834
491,1.960585,1.244305,0.299009,4.508605,1.531905,0.379743,-2.548020,-0.287600,-0.080734,6.581638
492,1.886466,1.278914,0.420459,1.183164,1.171684,0.505723,0.703301,0.107230,-0.085263,0.513401
493,1.590622,0.618391,0.340981,1.445673,0.586092,0.346096,0.144949,0.032298,-0.005115,0.022080
494,1.733512,1.318212,0.228485,2.344465,0.937197,0.362283,-0.610953,0.381015,-0.133798,0.536338
495,0.620103,1.491379,0.222598,0.635724,1.332809,0.204536,-0.015620,0.158570,0.018063,0.025715
496,1.403932,1.139174,0.375906,3.244609,2.128686,0.390267,-1.840677,-0.989512,-0.014361,4.367431
497,1.027320,0.563533,0.448015,0.756396,0.536049,0.461877,0.270924,0.027484,-0.013863,0.074348
498,1.028839,1.997226,0.209822,1.769265,3.903742,-0.301847,-0.740426,-1.906516,0.511669,4.444840
499,1.970041,1.921857,0.130016,2.182926,3.163990,-0.128965,-0.212885,-1.242133,0.258981,1.655286
500,1.456269,1.044967,0.420438,0.000000,nan,nan,1.456269,nan,nan,nan
501,1.519116,1.929184,0.157112,2.205760,3.131236,0.127684,-0.686644,-1.202052,0.029428,1.917275
502,1.411359,1.671968,0.113920,1.470991,1.493704,0.305033,-0.059632,0.178264,-0.191113,0.071858
503,0.600850,1.667773,0.246531,0.279148,1.452508,0.392319,0.321702,0.215265,-0.145787,0.171085
504,1.074282,1.350867,0.342038,3.489232,1.979449,0.367961,-2.414950,-0.628582,-0.025923,6.227771
505,1.518593,1.923235,0.248805,2.299597,3.003463,0.363113,-0.781004,-1.080228,-0.114307,1.789926
506,1.644627,1.360883,0.311784,2.811751,2.456389,0.250742,-1.167125,-1.095506,0.061042,2.566040
507,1.097051,1.474341,0.199845,1.265439,1.095505,0.520531,-0.168388,0.378837,-0.320687,0.274712
508,0.670173,1.603512,0.299618,0.503399,1.683155,0.249014,0.166774,-0.079643,0.050603,0.036717
509,1.080481,1.342509,0.204711,0.753351,1.124706,0.297018,0.327130,0.217803,-0.092307,0.162973
510,0.890435,1.169410,0.498546,2.998276,2.303576,0.293992,-2.107841,-1.134166,0.204554,5.771169
511,0.928365,1.874718,0.296480,0.723751,1.915431,-0.130827,0.204615,-0.040713,0.427307,0.226116
512,0.683956,1.779239,0.280817,0.455934,1.858378,0.255812,0.228022,-0.079139,0.025005,0.058882
513,1.848019,1.167667,0.135116,2.210897,0.993816,0.148940,-0.362878,0.173851,-0.013824,0.162096
514,1.522894,1.768282,0.227835,2.141830,3.224698,0.045664,-0.618936,-1.456416,0.182171,2.537417
515,1.021138,0.597409,0.316869,-0.764816,0.530148,0.293698,1.785954,0.067261,0.023170,3.194691
516,1.836998,1.777043,0.384724,2.252132,3.066762,0.311545,-0.415135,-1.289719,0.073179,1.841068
517,1.890987,1.456550,0.417479,3.281614,2.104682,0.416627,-1.390627,-0.648132,0.000852,2.353920
518,1.263134,0.682044,0.180392,0.000000,nan,nan,1.263134,nan,nan,nan
519,0.708315,1.685560,0.110514,0.461953,1.834164,-0.273985,0.246362,-0.148604,0.384498,0.230616
520,1.331032,1.053367,0.421465,1.578961,0.877979,0.560554,-0.247929,0.175388,-0.139089,0.111575
521,1.327470,1.417923,0.134486,1.602238,1.371347,0.366628,-0.274768,0.046575,-0.232142,0.131557
