Results for N = 10
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
159,1.130215,1.857258,0.333632,1.669965,1.315731,0.555884,-0.539750,0.541527,-0.222253,0.633977
160,1.543284,1.785098,0.406238,1.361592,1.613717,0.255330,0.181692,0.171381,0.150908,0.085157
161,1.070572,0.508844,0.240704,1.644641,0.515187,0.255715,-0.574070,-0.006343,-0.015011,0.329822
162,1.630213,1.780172,0.481372,2.176863,3.172802,0.261713,-0.546650,-1.392630,0.219659,2.286496
163,1.128532,1.621274,0.318453,1.898268,3.638452,-0.053482,-0.769736,-2.017178,0.371935,4.799836
164,1.404879,0.830808,0.187769,0.501345,0.808754,0.162650,0.903534,0.022054,0.025119,0.817491
165,1.153754,0.543537,0.234452,2.315228,0.598772,0.256097,-1.161474,-0.055235,-0.021645,1.352542
166,1.518713,1.106475,0.166018,1.993959,1.101941,0.274232,-0.475246,0.004534,-0.108214,0.237590
167,1.201085,0.691442,0.348903,1.733073,0.799905,0.351361,-0.531988,-0.108464,-0.002458,0.294781
168,0.540450,1.091030,0.325757,0.369605,1.097023,0.196999,0.170845,-0.005992,0.128758,0.045802
169,0.540653,1.464124,0.154280,0.828147,1.673972,0.079671,-0.287494,-0.209848,0.074609,0.132255
170,1.192548,0.575427,0.251642,1.133605,0.747436,0.203134,0.058942,-0.172009,0.048507,0.035414
171,0.817490,0.990269,0.404492,2.980447,2.317356,0.354981,-2.162956,-1.327087,0.049510,6.441990
172,1.068689,1.628015,0.432770,1.058577,1.309583,0.628740,0.010112,0.318432,-0.195971,0.139906
173,0.878407,0.622859,0.107753,1.343032,0.630885,0.112914,-0.464624,-0.008025,-0.005161,0.215967
174,1.309129,1.999862,0.239984,1.864923,3.703507,0.299996,-0.555794,-1.703645,-0.060012,3.214915
175,1.475216,1.671850,0.360702,2.499324,2.763449,0.407621,-1.024108,-1.091600,-0.046919,2.242588
176,1.631350,1.924418,0.179744,2.665455,2.591210,0.339131,-1.034105,-0.666793,-0.159387,1.539390
177,0.530570,0.728574,0.150488,0.585632,0.692355,0.119620,-0.055062,0.036219,0.030868,0.005297
178,1.504188,1.345954,0.187186,2.717753,2.541348,-0.061355,-1.213565,-1.195393,0.248541,2.963477
179,1.549197,1.650347,0.167116,1.347450,1.630654,0.030320,0.201748,0.019693,0.136795,0.059803
180,1.410871,1.621888,0.145813,2.375598,2.907375,-0.085346,-0.964727,-1.285486,0.231159,2.636608
181,1.728952,1.947081,0.143239,2.243056,3.079172,-0.094953,-0.514104,-1.132091,0.238192,1.602668
182,0.538518,0.967936,0.370939,1.330432,1.041988,0.358280,-0.791914,-0.074053,0.012659,0.632772
183,1.937259,1.094982,0.386006,3.907384,1.767616,0.519915,-1.970125,-0.672634,-0.133909,4.351760
184,0.613995,1.535922,0.350897,0.426988,0.949593,0.872330,0.187007,0.586328,-0.521433,0.650645
185,0.652852,1.658721,0.440117,0.804938,1.722238,0.238687,-0.152086,-0.063517,0.201430,0.067738
186,1.400617,0.681583,0.493538,0.590517,0.686627,0.481197,0.810100,-0.005045,0.012341,0.656440
187,1.673953,1.020806,0.271351,1.453133,0.954003,0.266943,0.220820,0.066802,0.004408,0.053243
188,1.055856,1.258941,0.236492,0.716119,1.183181,0.244924,0.339738,0.075760,-0.008432,0.121232
189,1.774363,1.733496,0.142216,2.493916,2.769441,0.043407,-0.719553,-1.035945,0.098809,1.600701
190,1.941181,1.453378,0.431483,1.741866,1.261420,0.447287,0.199316,0.191957,-0.015804,0.076824
191,1.560963,1.153231,0.393518,1.252284,1.107013,0.408168,0.308679,0.046218,-0.014650,0.097634
192,1.948211,0.905124,0.423280,1.853798,0.747813,0.440007,0.094413,0.157310,-0.016727,0.033940
193,1.307259,1.225246,0.274230,2.316938,2.980984,-0.185271,-1.009679,-1.755738,0.459500,4.313206
194,1.596539,0.902593,0.440685,1.130553,0.749454,0.428479,0.465986,0.153139,0.012206,0.240744
195,1.746097,0.629994,0.452652,1.706944,0.496383,0.502078,0.039153,0.133611,-0.049426,0.021828
196,0.865795,1.197063,0.344133,0.786518,1.077277,0.252990,0.079277,0.119786,0.091143,0.028940
197,1.068484,0.543050,0.440381,0.000000,nan,nan,1.068484,nan,nan,nan
198,0.772760,0.818180,0.419133,0.961801,0.880950,0.487491,-0.189041,-0.062770,-0.068358,0.044349
199,1.010508,1.820480,0.380474,1.921679,3.594126,-0.105295,-0.911171,-1.773646,0.485769,4.212022
200,0.914403,0.515227,0.479225,3.388526,0.648431,0.440527,-2.474123,-0.133204,0.038698,6.140525
201,0.628419,1.580112,0.295431,0.520195,1.628810,0.177865,0.108225,-0.048698,0.117567,0.027906
202,1.637247,1.535914,0.358361,2.142279,3.224022,0.158141,-0.505032,-1.688108,0.200220,3.144853
203,1.236232,1.689399,0.137221,1.978149,3.491525,-0.231208,-0.741917,-1.802125,0.368429,3.933836
204,0.832395,1.537681,0.222482,0.886660,1.563502,0.169572,-0.054265,-0.025821,0.052911,0.006411
205,1.372333,1.209891,0.312369,1.908699,1.151164,0.258121,-0.536365,0.058727,0.054247,0.294079
206,1.138256,1.618903,0.232317,1.191137,1.163841,0.528464,-0.052882,0.455062,-0.296148,0.297581
207,1.554282,0.906375,0.200561,1.529855,0.906160,0.204113,0.024427,0.000214,-0.003551,0.000609
208,0.680984,0.788876,0.147822,2.933506,0.749010,0.221357,-2.252523,0.039867,-0.073535,5.080855
209,1.303796,1.643284,0.174060,1.208894,1.817550,-0.131933,0.094902,-0.174266,0.305993,0.133007
210,0.824577,1.226298,0.389834,1.645023,1.335681,0.427780,-0.820446,-0.109383,-0.037946,0.686535
211,1.964911,1.286955,0.213199,1.923522,1.142292,0.152667,0.041388,0.144663,0.060532,0.026305
212,0.650789,0.791176,0.190993,0.000000,nan,nan,0.650789,nan,nan,nan
213,0.769162,0.521223,0.313654,1.659800,0.510482,0.296395,-0.890638,0.010741,0.017259,0.793650
214,0.911467,1.961442,0.321344,0.454297,1.865076,0.421690,0.457170,0.096367,-0.100347,0.228361
215,1.546126,0.689419,0.447384,1.186199,0.714297,0.423167,0.359927,-0.024877,0.024217,0.130753
216,1.236318,1.809080,0.329626,2.037610,3.389635,0.205565,-0.801292,-1.580555,0.124060,3.155614
217,1.204095,1.160703,0.173745,0.806857,1.050122,0.236886,0.397239,0.110581,-0.063140,0.174014
218,0.577065,1.911595,0.291092,0.000000,nan,nan,0.577065,nan,nan,nan
219,1.733173,1.101061,0.129633,1.840589,1.193762,0.025031,-0.107415,-0.092701,0.104602,0.031073
220,1.444169,0.580414,0.159679,2.848418,0.771384,0.109784,-1.404249,-0.190971,0.049895,2.010875
221,1.344259,0.955753,0.497567,4.594773,1.503176,0.556605,-3.250514,-0.547423,-0.059038,10.868999
222,0.677677,1.646665,0.342527,0.805883,1.720217,0.452564,-0.128206,-0.073552,-0.110037,0.033955
223,1.686111,0.838531,0.309029,2.392091,0.918537,0.333805,-0.705980,-0.080006,-0.024776,0.505423
224,1.175772,1.164082,0.444067,-0.419275,0.967062,0.597790,1.595047,0.197019,-0.153723,2.606621
225,1.985047,0.958070,0.348411,2.159312,1.017558,0.378636,-0.174265,-0.059487,-0.030225,0.034821
226,1.414446,1.610134,0.479036,1.275132,1.087177,0.500595,0.139314,0.522957,-0.021559,0.293357
227,0.811682,0.816538,0.364171,1.800565,0.769922,0.384347,-0.988884,0.046616,-0.020175,0.980471
228,0.735586,0.760720,0.130026,1.313268,0.645183,0.102743,-0.577682,0.115537,0.027283,0.347810
229,0.504014,1.175756,0.337524,1.248840,1.110066,0.392404,-0.744826,0.065690,-0.054879,0.562093
230,0.936889,0.847214,0.382782,-0.543759,0.745671,0.516908,1.480648,0.101544,-0.134125,2.220619
231,1.554481,1.181047,0.374954,0.336304,1.205651,0.370563,1.218177,-0.024604,0.004391,1.484581
232,1.885867,1.681742,0.350023,2.772834,2.490865,0.264163,-0.886967,-0.809123,0.085860,1.448763
233,1.491775,1.900503,0.270056,1.324605,1.658778,0.270920,0.167170,0.241725,-0.000865,0.086377
234,1.316844,1.471452,0.463365,0.779307,1.087245,0.564339,0.537537,0.384207,-0.100974,0.446756
235,1.739947,0.607115,0.166369,1.519440,0.557638,0.184762,0.220507,0.049476,-0.018393,0.051409
236,0.961418,1.623437,0.327683,1.136709,1.932970,0.521526,-0.175292,-0.309533,-0.193843,0.164113
237,0.932916,0.686530,0.375471,1.797083,0.771414,0.350060,-0.864167,-0.084883,0.025411,0.754635
238,1.549601,1.914014,0.300189,1.162993,1.889284,0.276408,0.386607,0.024730,0.023781,0.150642
239,1.240693,0.620663,0.115944,3.629499,0.605380,0.099992,-2.388806,0.015283,0.015953,5.706883
240,1.148043,0.983482,0.200147,0.901628,0.939742,0.164136,0.246415,0.043740,0.036011,0.063930
241,0.636990,1.942867,0.434383,0.517252,1.638076,-0.095538,0.119738,0.304791,0.529921,0.388051
242,1.362799,1.926179,0.499829,1.444880,1.520697,0.878824,-0.082081,0.405482,-0.378995,0.314791
243,1.508422,0.904267,0.116093,2.138594,1.027416,0.112306,-0.630171,-0.123149,0.003787,0.412296
244,1.634403,1.205751,0.360604,1.163427,1.191561,0.359453,0.470976,0.014190,0.001151,0.222021
245,1.874109,0.772234,0.334132,1.559013,0.889213,0.322703,0.315096,-0.116979,0.011429,0.113100
246,1.452177,1.237589,0.136497,3.175267,2.175173,0.071883,-1.723089,-0.937585,0.064614,3.852277
247,1.021942,0.999963,0.368053,1.846141,1.190171,0.364911,-0.824200,-0.190209,0.003143,0.715494
248,1.786600,0.994705,0.377469,4.351175,1.587331,0.433021,-2.564575,-0.592626,-0.055552,6.931337
249,0.932327,1.917790,0.425426,0.934156,1.484007,0.818253,-0.001829,0.433783,-0.392827,0.342484
250,1.325145,1.182239,0.225807,0.828318,1.022914,0.290156,0.496827,0.159325,-0.064349,0.276363
251,0.984911,1.955277,0.261670,0.610454,1.387979,0.765044,0.374457,0.567298,-0.503374,0.715430
252,1.271894,1.982179,0.363064,1.878667,3.676412,0.077200,-0.606773,-1.694233,0.285864,3.320318
253,1.313890,1.119871,0.175033,1.775918,1.237233,0.139202,-0.462027,-0.117362,0.035831,0.228527
254,1.042669,1.634665,0.350163,1.259813,1.744088,0.274772,-0.217144,-0.109423,0.075391,0.064809
255,1.639986,0.805337,0.319688,0.000000,nan,nan,1.639986,nan,nan,nan
256,1.891509,1.157174,0.379300,4.352915,1.586696,0.433971,-2.461406,-0.429522,-0.054671,6.245997
257,0.682139,1.959720,0.343549,0.486551,1.741438,0.108573,0.195588,0.218282,0.234976,0.141116
258,0.858946,0.737567,0.320336,1.179471,0.718371,0.288629,-0.320524,0.019196,0.031707,0.104110
259,1.328377,0.639814,0.496903,0.573687,0.706771,0.497949,0.754690,-0.066957,-0.001046,0.574042
260,1.869395,1.192172,0.146986,0.998718,0.848386,0.220288,0.870677,0.343786,-0.073301,0.881641
