Results for N = 4000
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
123,0.710840,0.667899,0.393792,0.672663,0.669675,0.393852,0.038177,-0.001777,-0.000059,0.001461
124,1.899403,1.282936,0.431593,1.828592,1.265255,0.434077,0.070811,0.017681,-0.002484,0.005333
125,1.924512,1.897333,0.200723,1.892337,1.889238,0.193079,0.032175,0.008096,0.007644,0.001159
126,1.826847,0.857115,0.148911,1.752748,0.857428,0.144186,0.074099,-0.000313,0.004725,0.005513
127,1.710031,0.993929,0.333730,1.721080,0.988710,0.335842,-0.011049,0.005219,-0.002112,0.000154
128,1.084926,1.622561,0.194375,1.120134,1.635520,0.205417,-0.035208,-0.012958,-0.011042,0.001529
129,1.134303,0.716417,0.170062,1.162083,0.714825,0.171569,-0.027780,0.001592,-0.001508,0.000777
130,1.954885,1.159213,0.201722,1.935120,1.154383,0.202937,0.019766,0.004830,-0.001215,0.000415
131,1.384221,1.235538,0.249882,1.282453,1.219938,0.258383,0.101768,0.015600,-0.008501,0.010672
132,1.923066,0.974735,0.269513,1.966783,0.975582,0.271494,-0.043717,-0.000847,-0.001981,0.001916
133,1.524108,1.944973,0.451773,1.523911,1.956746,0.444222,0.000197,-0.011773,0.007552,0.000196
134,1.905458,1.044497,0.386268,1.876388,1.039491,0.388854,0.029070,0.005006,-0.002585,0.000877
135,1.732048,0.531611,0.486722,1.757007,0.536834,0.484088,-0.024959,-0.005223,0.002634,0.000657
136,1.408722,1.762209,0.364889,1.402246,1.766316,0.356593,0.006476,-0.004106,0.008297,0.000128
137,1.911272,1.536024,0.415521,1.892186,1.539648,0.411165,0.019086,-0.003624,0.004356,0.000396
138,0.859514,1.329092,0.223707,0.872457,1.327481,0.220742,-0.012943,0.001611,0.002965,0.000179
139,1.937725,1.044283,0.424900,1.938945,1.036186,0.428140,-0.001219,0.008097,-0.003240,0.000078
140,0.683081,1.800429,0.443059,0.677124,1.805404,0.434800,0.005957,-0.004974,0.008259,0.000128
141,1.082707,1.864684,0.257190,1.077203,1.836518,0.268947,0.005504,0.028166,-0.011756,0.000962
142,1.966989,0.883301,0.136100,1.958995,0.876502,0.136875,0.007995,0.006799,-0.000774,0.000111
143,1.734062,0.853191,0.184155,1.741213,0.853515,0.184373,-0.007151,-0.000325,-0.000219,0.000051
144,1.835370,1.873836,0.352541,1.872908,1.893927,0.348809,-0.037538,-0.020091,0.003732,0.001827
145,1.819201,1.650111,0.262516,1.817589,1.658826,0.255455,0.001612,-0.008714,0.007060,0.000128
146,0.550823,1.799667,0.429279,0.542400,1.791870,0.406615,0.008423,0.007797,0.022664,0.000645
147,1.910743,1.206637,0.265185,1.933431,1.207797,0.263332,-0.022688,-0.001160,0.001853,0.000520
148,1.761745,1.576079,0.450704,1.758423,1.564775,0.466409,0.003323,0.011304,-0.015705,0.000385
149,1.730362,1.736601,0.379393,1.725809,1.730994,0.382152,0.004553,0.005607,-0.002759,0.000060
150,1.259502,1.027785,0.340846,1.268905,1.029971,0.338368,-0.009404,-0.002187,0.002479,0.000099
151,1.720142,1.606678,0.281305,1.710268,1.571048,0.294441,0.009874,0.035631,-0.013137,0.001540
152,0.541026,0.578148,0.356637,0.635375,0.572836,0.359057,-0.094348,0.005312,-0.002420,0.008936
153,1.445235,1.686529,0.154437,1.440584,1.681359,0.152513,0.004650,0.005170,0.001923,0.000052
154,1.100993,1.442444,0.225489,1.090409,1.442831,0.227039,0.010584,-0.000386,-0.001550,0.000115
155,0.623348,0.736734,0.306546,0.599106,0.741372,0.302698,0.024242,-0.004639,0.003848,0.000624
156,1.954497,1.745932,0.405265,1.919360,1.709107,0.413618,0.035136,0.036825,-0.008353,0.002660
157,1.770441,1.528630,0.417057,1.774832,1.525806,0.420976,-0.004392,0.002824,-0.003920,0.000043
158,0.979099,1.217548,0.394069,0.971358,1.210803,0.395843,0.007740,0.006746,-0.001774,0.000109
159,0.891020,1.531200,0.430707,0.848488,1.521068,0.433588,0.042532,0.010132,-0.002881,0.001920
160,1.699293,0.797996,0.265799,1.663381,0.790203,0.268739,0.035912,0.007792,-0.002941,0.001359
161,0.772834,1.814585,0.477903,0.767584,1.830616,0.466938,0.005250,-0.016031,0.010965,0.000405
162,1.826512,0.836731,0.479244,1.801891,0.833112,0.480347,0.024621,0.003619,-0.001103,0.000621
163,1.884669,1.470660,0.350651,1.909206,1.445855,0.366687,-0.024538,0.024805,-0.016036,0.001475
164,1.860267,1.961191,0.179306,1.851438,1.915890,0.184874,0.008829,0.045302,-0.005567,0.002161
165,1.551892,0.753134,0.260414,1.532885,0.751968,0.261183,0.019007,0.001166,-0.000769,0.000363
166,1.143355,0.890237,0.135625,1.101874,0.885473,0.140272,0.041481,0.004764,-0.004648,0.001765
167,1.051880,1.920865,0.146940,1.000529,1.913276,0.124042,0.051352,0.007590,0.022898,0.003219
168,1.577875,1.152738,0.467996,1.618374,1.157040,0.471437,-0.040499,-0.004302,-0.003442,0.001671
169,1.180562,1.510415,0.147405,1.178833,1.505190,0.158858,0.001729,0.005225,-0.011453,0.000161
170,1.570346,0.785816,0.444775,1.568134,0.782302,0.443989,0.002211,0.003514,0.000785,0.000018
171,1.673183,0.931943,0.297667,1.670486,0.939705,0.293864,0.002697,-0.007762,0.003803,0.000082
172,0.695299,1.784507,0.340033,0.704734,1.777412,0.338105,-0.009435,0.007094,0.001928,0.000143
173,1.992811,0.924451,0.370875,2.052171,0.927394,0.371009,-0.059360,-0.002943,-0.000134,0.003532
174,1.127496,1.112786,0.158377,1.156160,1.118846,0.157233,-0.028663,-0.006060,0.001144,0.000860
175,0.935289,0.892699,0.347072,0.978908,0.893681,0.346797,-0.043618,-0.000982,0.000275,0.001904
176,1.860992,1.054457,0.373707,1.855047,1.066443,0.370084,0.005945,-0.011986,0.003623,0.000192
177,1.187246,0.515480,0.153282,1.230997,0.514506,0.154412,-0.043751,0.000974,-0.001130,0.001916
178,0.984869,1.539535,0.374741,0.997394,1.561610,0.364222,-0.012525,-0.022074,0.010519,0.000755
179,1.570004,1.562680,0.394442,1.566502,1.583344,0.396262,0.003502,-0.020664,-0.001820,0.000443
180,0.884338,0.642919,0.123501,0.869921,0.641489,0.122111,0.014417,0.001430,0.001390,0.000212
181,0.999294,0.852262,0.463291,1.066058,0.849032,0.466745,-0.066764,0.003230,-0.003454,0.004480
182,1.995109,1.908983,0.486884,2.019209,1.994791,0.465717,-0.024099,-0.085808,0.021167,0.008392
183,1.397348,1.622363,0.118205,1.414425,1.629292,0.123793,-0.017077,-0.006930,-0.005588,0.000371
184,0.880485,1.429487,0.221003,0.874587,1.417392,0.221400,0.005899,0.012095,-0.000397,0.000181
185,1.092045,1.056352,0.487223,1.071800,1.066532,0.482095,0.020245,-0.010180,0.005129,0.000540
186,1.339341,1.370730,0.204117,1.325897,1.350477,0.206442,0.013444,0.020253,-0.002325,0.000596
187,1.255620,1.895490,0.451159,1.261429,1.899207,0.440570,-0.005809,-0.003717,0.010589,0.000160
188,0.697879,0.975976,0.312170,0.656161,0.978719,0.310140,0.041718,-0.002742,0.002030,0.001752
189,0.712694,0.675263,0.117665,0.734576,0.673664,0.119449,-0.021882,0.001599,-0.001784,0.000485
190,0.691807,1.807519,0.433922,0.693568,1.801860,0.430189,-0.001760,0.005659,0.003732,0.000049
191,1.621735,1.889356,0.213170,1.598572,1.882597,0.213014,0.023163,0.006758,0.000156,0.000582
192,1.815405,1.419397,0.404626,1.793051,1.397127,0.410143,0.022353,0.022270,-0.005517,0.001026
193,0.895637,0.969515,0.457069,0.884895,0.979121,0.452860,0.010742,-0.009605,0.004208,0.000225
194,0.973314,1.991848,0.405470,0.984085,1.968122,0.427014,-0.010770,0.023726,-0.021544,0.001143
195,0.726897,1.779550,0.362968,0.726807,1.796138,0.352783,0.000090,-0.016587,0.010184,0.000379
196,1.697330,0.579833,0.159448,1.717911,0.575286,0.161132,-0.020581,0.004547,-0.001684,0.000447
197,0.844791,0.553793,0.204090,0.822233,0.555536,0.203780,0.022558,-0.001743,0.000310,0.000512
198,1.558944,1.154645,0.498081,1.529551,1.157425,0.494616,0.029394,-0.002780,0.003465,0.000884
199,1.890810,0.561188,0.242608,1.959964,0.557809,0.244897,-0.069154,0.003378,-0.002289,0.004799
200,1.563544,1.227799,0.297195,1.558019,1.225807,0.294412,0.005525,0.001993,0.002783,0.000042
201,1.768758,1.800319,0.149462,1.767804,1.761972,0.166221,0.000953,0.038347,-0.016759,0.001752
202,0.640367,1.802260,0.172262,0.642216,1.792712,0.165953,-0.001850,0.009547,0.006309,0.000134
203,0.752443,1.263107,0.209117,0.770643,1.264428,0.208874,-0.018200,-0.001321,0.000242,0.000333
204,1.836342,1.378516,0.333419,1.798013,1.371717,0.339298,0.038329,0.006799,-0.005879,0.001550
205,1.957441,1.289023,0.328315,1.988288,1.302898,0.323629,-0.030846,-0.013875,0.004686,0.001166
206,1.124628,0.615253,0.407301,1.083900,0.610924,0.408042,0.040729,0.004329,-0.000741,0.001678
207,1.515363,1.831052,0.110385,1.544061,1.848057,0.114119,-0.028698,-0.017005,-0.003734,0.001127
208,1.521969,1.520959,0.257668,1.524108,1.530133,0.247138,-0.002140,-0.009174,0.010530,0.000200
209,1.385508,1.926830,0.434791,1.417128,1.944762,0.447589,-0.031620,-0.017932,-0.012798,0.001485
210,0.730663,0.621595,0.432280,0.772220,0.622967,0.433019,-0.041557,-0.001372,-0.000739,0.001729
211,1.489309,1.181083,0.482081,1.489298,1.176633,0.480226,0.000011,0.004450,0.001855,0.000023
212,1.391306,0.508708,0.487908,1.349390,0.513119,0.484496,0.041916,-0.004411,0.003412,0.001788
213,1.484259,1.926344,0.229966,1.480896,1.907477,0.241437,0.003364,0.018867,-0.011471,0.000499
214,1.597318,1.601479,0.482961,1.619824,1.608848,0.482611,-0.022506,-0.007369,0.000350,0.000561
215,1.353738,0.817050,0.119473,1.315062,0.814262,0.121812,0.038676,0.002788,-0.002339,0.001509
216,1.465466,0.984756,0.122214,1.479007,0.990325,0.123121,-0.013541,-0.005568,-0.000907,0.000215
217,0.606086,1.927850,0.252556,0.582377,1.914014,0.263854,0.023709,0.013837,-0.011297,0.000881
218,1.098288,0.767016,0.486020,1.057174,0.767928,0.484684,0.041114,-0.000912,0.001335,0.001693
219,1.798273,0.633782,0.440938,1.770410,0.627340,0.444736,0.027863,0.006443,-0.003798,0.000832
220,0.744411,1.669239,0.213974,0.741111,1.674606,0.209569,0.003300,-0.005367,0.004405,0.000059
221,1.628838,1.481096,0.148241,1.664120,1.490465,0.142477,-0.035282,-0.009368,0.005764,0.001366
222,1.236268,1.148538,0.422541,1.174647,1.148607,0.421345,0.061621,-0.000069,0.001197,0.003799
223,0.965152,1.527443,0.152515,0.958605,1.536519,0.133796,0.006547,-0.009076,0.018719,0.000476
224,1.498280,1.748079,0.305061,1.518061,1.756292,0.301942,-0.019781,-0.008213,0.003119,0.000468
225,1.234435,1.828120,0.290576,1.246836,1.789338,0.328017,-0.012402,0.038781,-0.037441,0.003060
226,1.344586,1.134606,0.402596,1.325174,1.137889,0.400242,0.019412,-0.003284,0.002354,0.000393
227,1.716492,1.420802,0.273642,1.782475,1.432070,0.273363,-0.065984,-0.011269,0.000279,0.004481
228,1.139026,0.560657,0.236698,1.178136,0.572476,0.233492,-0.039111,-0.011819,0.003206,0.001680
229,1.195287,0.836345,0.374495,1.148746,0.827572,0.378119,0.046541,0.008773,-0.003624,0.002256
230,0.732605,1.242983,0.351824,0.748425,1.253659,0.338303,-0.015820,-0.010676,0.013521,0.000547
231,1.287017,0.936055,0.274942,1.339262,0.930980,0.279036,-0.052245,0.005074,-0.004094,0.002772
232,1.860812,1.216417,0.159443,1.832784,1.215725,0.155825,0.028028,0.000692,0.003618,0.000799
233,0.691685,1.854355,0.436615,0.680462,1.851459,0.425734,0.011222,0.002896,0.010881,0.000253
234,1.284638,0.943222,0.119091,1.265758,0.937980,0.121942,0.018880,0.005242,-0.002851,0.000392
235,0.614799,0.567642,0.143053,0.657731,0.562798,0.144107,-0.042932,0.004844,-0.001054,0.001868
236,1.137370,0.641727,0.364342,1.139361,0.638490,0.366236,-0.001991,0.003237,-0.001894,0.000018
237,1.352717,0.880070,0.201944,1.328939,0.888145,0.200926,0.023778,-0.008074,0.001018,0.000632
238,0.622654,1.255167,0.145574,0.645895,1.253278,0.148523,-0.023241,0.001889,-0.002949,0.000552
239,1.492367,0.769328,0.172883,1.472960,0.776062,0.167203,0.019407,-0.006734,0.005680,0.000454
240,1.089436,0.624936,0.450702,1.086004,0.624133,0.451283,0.003432,0.000802,-0.000581,0.000013
241,0.946471,1.380813,0.281999,0.984916,1.391735,0.285744,-0.038445,-0.010922,-0.003745,0.001611
242,1.505390,1.435716,0.206030,1.493922,1.420260,0.208079,0.011467,0.015456,-0.002049,0.000375
243,1.950079,1.807017,0.174877,1.965430,1.814200,0.188379,-0.015351,-0.007183,-0.013503,0.000470
244,0.777631,1.620544,0.341621,0.762067,1.634220,0.335623,0.015564,-0.013676,0.005998,0.000465
245,1.807424,0.659496,0.313750,1.751788,0.654877,0.316404,0.055636,0.004619,-0.002654,0.003124
246,0.508771,0.675017,0.168694,0.587737,0.675709,0.170005,-0.078966,-0.000691,-0.001311,0.006238
247,1.215680,1.537709,0.447512,1.217891,1.559048,0.436247,-0.002211,-0.021339,0.011265,0.000587
248,1.948706,1.402831,0.294689,1.941846,1.401204,0.298948,0.006860,0.001627,-0.004259,0.000068
249,1.427749,1.960883,0.244292,1.420457,1.943343,0.248388,0.007292,0.017540,-0.004096,0.000378
250,1.510705,1.535440,0.257999,1.534327,1.528063,0.263294,-0.023623,0.007377,-0.005295,0.000640
251,0.953985,0.687634,0.105550,0.918719,0.683388,0.105817,0.035266,0.004246,-0.000266,0.001262
252,0.667869,0.523828,0.488208,0.657086,0.525643,0.487904,0.010782,-0.001816,0.000304,0.000120
253,1.788518,0.813844,0.359449,1.815682,0.818509,0.359127,-0.027164,-0.004665,0.000323,0.000760
254,1.474610,1.153683,0.350424,1.478144,1.151207,0.353471,-0.003534,0.002476,-0.003047,0.000028
255,1.685017,0.786372,0.220367,1.707367,0.785761,0.219431,-0.022350,0.000611,0.000936,0.000501
256,1.195138,1.210984,0.108727,1.197474,1.212248,0.104164,-0.002336,-0.001264,0.004563,0.000028
257,0.749158,0.728633,0.381039,0.693529,0.738098,0.377776,0.055629,-0.009464,0.003263,0.003195
258,1.945800,1.207234,0.443919,1.944242,1.210744,0.446343,0.001559,-0.003510,-0.002424,0.000021
259,1.377839,0.802008,0.327772,1.396531,0.802996,0.327582,-0.018691,-0.000989,0.000190,0.000350
