Results for N = 4000
Iteration,v_true,alpha_true,tau_true,v_est,alpha_est,tau_est,bias_v,bias_alpha,bias_tau,squared_error
260,1.750758,0.576383,0.103150,1.723709,0.576289,0.103937,0.027049,0.000094,-0.000788,0.000732
261,1.445615,1.569639,0.491795,1.420969,1.526951,0.511925,0.024646,0.042688,-0.020130,0.002835
262,1.772924,1.605617,0.338336,1.743551,1.583226,0.349168,0.029374,0.022391,-0.010832,0.001482
263,1.331457,0.936162,0.294999,1.312544,0.938991,0.295807,0.018913,-0.002829,-0.000808,0.000366
264,1.229151,1.386559,0.344598,1.198368,1.371383,0.343318,0.030784,0.015175,0.001280,0.001180
265,1.518002,1.725034,0.295161,1.489709,1.701090,0.296195,0.028293,0.023944,-0.001034,0.001375
266,1.571435,1.292463,0.268802,1.607717,1.286272,0.267456,-0.036282,0.006191,0.001346,0.001357
267,0.973775,0.595266,0.457151,1.048820,0.599668,0.455697,-0.075045,-0.004402,0.001454,0.005653
268,1.125706,1.210007,0.297916,1.203884,1.227581,0.292058,-0.078178,-0.017574,0.005858,0.006455
269,1.908447,1.020146,0.379006,1.925062,1.014401,0.381993,-0.016615,0.005745,-0.002987,0.000318
270,0.531210,0.932016,0.176881,0.585039,0.935427,0.174976,-0.053829,-0.003411,0.001904,0.002913
271,1.015771,0.848155,0.187881,1.008540,0.848399,0.185812,0.007231,-0.000245,0.002069,0.000057
272,1.863605,1.008729,0.340840,1.805760,0.991601,0.341345,0.057846,0.017128,-0.000505,0.003640
273,1.763701,1.485437,0.152463,1.778566,1.494441,0.148673,-0.014865,-0.009003,0.003791,0.000316
274,0.940091,1.567078,0.483921,0.918898,1.551668,0.479185,0.021193,0.015410,0.004736,0.000709
275,1.749621,1.509661,0.393834,1.717363,1.497313,0.384406,0.032258,0.012348,0.009428,0.001282
276,1.693959,1.699633,0.437813,1.679846,1.687221,0.442738,0.014113,0.012411,-0.004926,0.000377
277,1.432764,0.923686,0.399702,1.430142,0.919076,0.404862,0.002622,0.004610,-0.005161,0.000055
278,1.500585,0.693645,0.179794,1.499850,0.692194,0.181221,0.000735,0.001451,-0.001427,0.000005
279,1.408624,0.651356,0.266394,1.388251,0.646723,0.267493,0.020372,0.004633,-0.001099,0.000438
280,1.990651,0.955478,0.183773,2.013537,0.968688,0.181697,-0.022886,-0.013210,0.002076,0.000703
281,0.570574,0.527196,0.452362,0.588433,0.529363,0.450969,-0.017859,-0.002167,0.001394,0.000326
282,1.035566,0.737908,0.431179,0.980622,0.746493,0.426588,0.054944,-0.008585,0.004592,0.003114
283,1.841686,0.547955,0.125466,1.783676,0.544188,0.125628,0.058010,0.003767,-0.000162,0.003379
284,1.145931,1.426344,0.148275,1.165043,1.426516,0.147279,-0.019113,-0.000172,0.000996,0.000366
285,0.836143,0.886733,0.236130,0.848125,0.892817,0.235321,-0.011982,-0.006084,0.000809,0.000181
286,1.032861,0.570015,0.451085,1.004339,0.566402,0.452914,0.028523,0.003612,-0.001828,0.000830
287,0.901237,0.726768,0.376054,0.935085,0.727261,0.378325,-0.033848,-0.000493,-0.002271,0.001151
288,1.273081,1.504229,0.382562,1.265287,1.497165,0.383739,0.007794,0.007064,-0.001177,0.000112
289,1.889948,1.156740,0.282854,1.879785,1.151370,0.284521,0.010164,0.005370,-0.001666,0.000135
290,1.762395,0.666396,0.142357,1.743826,0.668103,0.141049,0.018570,-0.001707,0.001308,0.000349
291,1.415859,1.673234,0.478953,1.452123,1.693694,0.487264,-0.036265,-0.020460,-0.008310,0.001803
292,1.735415,0.562954,0.142164,1.912210,0.568962,0.139246,-0.176795,-0.006007,0.002919,0.031301
293,1.444889,1.806304,0.464394,1.425526,1.785443,0.480832,0.019363,0.020862,-0.016438,0.001080
294,0.735549,0.938184,0.276607,0.751159,0.944296,0.271916,-0.015610,-0.006111,0.004692,0.000303
295,1.258845,1.598828,0.139718,1.259304,1.612690,0.134349,-0.000459,-0.013863,0.005369,0.000221
296,1.470639,1.001911,0.155109,1.510192,1.014219,0.152100,-0.039553,-0.012308,0.003009,0.001725
297,1.772893,1.158663,0.266300,1.785332,1.175369,0.262197,-0.012440,-0.016707,0.004103,0.000451
298,1.653550,0.867974,0.423658,1.672913,0.865787,0.421983,-0.019363,0.002187,0.001676,0.000383
299,1.011980,1.257534,0.134094,1.022608,1.253427,0.138747,-0.010628,0.004108,-0.004653,0.000151
300,1.058655,1.632268,0.244257,1.109533,1.628622,0.253594,-0.050878,0.003646,-0.009337,0.002689
301,1.497493,0.727417,0.401403,1.469229,0.727927,0.401513,0.028264,-0.000510,-0.000110,0.000799
302,1.132583,0.842273,0.420707,1.132142,0.838612,0.421501,0.000441,0.003661,-0.000793,0.000014
303,1.120114,1.113964,0.283501,1.103497,1.109115,0.284030,0.016617,0.004849,-0.000528,0.000300
304,1.778586,1.691911,0.244710,1.768986,1.676493,0.248883,0.009599,0.015418,-0.004173,0.000347
305,0.544644,0.718376,0.103979,0.532579,0.716444,0.106306,0.012065,0.001933,-0.002326,0.000155
306,1.709370,1.915464,0.133911,1.694169,1.911432,0.130004,0.015201,0.004033,0.003907,0.000263
307,0.972207,1.972917,0.165730,0.962178,1.982592,0.167013,0.010029,-0.009674,-0.001283,0.000196
308,0.592202,1.638789,0.364070,0.618278,1.647896,0.359363,-0.026075,-0.009108,0.004708,0.000785
309,1.462199,1.853767,0.123124,1.442982,1.879666,0.106673,0.019217,-0.025900,0.016451,0.001311
310,1.447411,1.570054,0.364145,1.434838,1.552901,0.368707,0.012574,0.017154,-0.004562,0.000473
311,1.279668,0.943587,0.260801,1.289371,0.937133,0.265280,-0.009703,0.006454,-0.004479,0.000156
312,1.521306,1.330416,0.221729,1.486629,1.333886,0.214661,0.034677,-0.003471,0.007069,0.001265
313,1.614046,1.863846,0.103161,1.611630,1.853629,0.113147,0.002416,0.010218,-0.009986,0.000210
314,0.919671,1.291688,0.468180,0.953736,1.302778,0.466062,-0.034065,-0.011091,0.002119,0.001288
315,1.550443,1.169284,0.182053,1.599306,1.178995,0.179815,-0.048863,-0.009711,0.002239,0.002487
316,1.316638,1.682512,0.360815,1.316598,1.685895,0.365742,0.000039,-0.003383,-0.004928,0.000036
317,1.546206,1.831512,0.412625,1.562668,1.841746,0.400539,-0.016461,-0.010234,0.012087,0.000522
318,1.106759,0.795944,0.220613,1.044585,0.795231,0.219427,0.062173,0.000713,0.001186,0.003867
319,0.555455,1.001739,0.390039,0.542373,1.005044,0.387743,0.013082,-0.003305,0.002296,0.000187
320,1.610078,0.689008,0.496770,1.596049,0.691678,0.495723,0.014029,-0.002670,0.001046,0.000205
321,0.925892,0.639229,0.320714,0.900138,0.642814,0.321593,0.025754,-0.003584,-0.000879,0.000677
322,1.282004,1.635569,0.164011,1.273175,1.626228,0.174391,0.008828,0.009342,-0.010380,0.000273
323,0.541837,1.694898,0.337001,0.510433,1.699769,0.336170,0.031404,-0.004871,0.000831,0.001011
324,0.862010,1.661237,0.390604,0.837303,1.661273,0.404241,0.024707,-0.000036,-0.013637,0.000796
325,1.980432,0.665663,0.123978,1.980703,0.666637,0.124130,-0.000271,-0.000975,-0.000152,0.000001
326,1.059468,1.440484,0.241789,1.056604,1.444764,0.239695,0.002864,-0.004280,0.002095,0.000031
327,0.571599,1.476444,0.149900,0.620196,1.459405,0.165025,-0.048597,0.017039,-0.015125,0.002881
328,0.946942,1.605288,0.281259,0.950432,1.624194,0.263257,-0.003491,-0.018906,0.018002,0.000694
329,1.974426,1.708081,0.495600,1.994406,1.734378,0.488550,-0.019981,-0.026296,0.007050,0.001140
330,1.348396,1.841508,0.351098,1.302117,1.827402,0.355792,0.046279,0.014106,-0.004694,0.002363
331,1.299933,1.393323,0.240135,1.290538,1.393820,0.234692,0.009395,-0.000496,0.005443,0.000118
332,0.926803,1.677184,0.385942,0.873300,1.662241,0.378098,0.053503,0.014943,0.007844,0.003147
333,1.508651,1.571526,0.307867,1.542096,1.592645,0.305675,-0.033445,-0.021119,0.002191,0.001569
334,0.871450,0.991770,0.332948,0.910788,0.992436,0.327671,-0.039338,-0.000666,0.005277,0.001576
335,1.734264,1.041901,0.139195,1.718259,1.033829,0.140777,0.016005,0.008072,-0.001582,0.000324
336,1.567461,1.742656,0.132779,1.576415,1.737052,0.134434,-0.008955,0.005605,-0.001656,0.000114
337,0.593291,1.832764,0.290501,0.580620,1.832939,0.302297,0.012671,-0.000175,-0.011796,0.000300
338,1.169246,1.053941,0.310502,1.200291,1.044787,0.316126,-0.031045,0.009154,-0.005624,0.001079
339,1.382359,1.278417,0.257913,1.309890,1.261677,0.257387,0.072469,0.016740,0.000526,0.005532
340,0.895541,1.248241,0.269369,0.944633,1.258322,0.269936,-0.049093,-0.010081,-0.000567,0.002512
341,1.160120,1.896553,0.295816,1.136415,1.906905,0.295057,0.023705,-0.010351,0.000759,0.000670
342,1.959909,1.735718,0.157738,1.965893,1.734325,0.151023,-0.005984,0.001393,0.006715,0.000083
343,0.690686,1.566726,0.151754,0.685500,1.571687,0.155882,0.005186,-0.004961,-0.004128,0.000069
344,1.556787,1.794907,0.147223,1.569550,1.818045,0.152134,-0.012763,-0.023137,-0.004910,0.000722
345,0.818964,1.210033,0.398599,0.789252,1.212410,0.392514,0.029712,-0.002376,0.006084,0.000925
346,1.916104,1.053998,0.480729,1.968089,1.055865,0.481782,-0.051985,-0.001867,-0.001054,0.002707
347,1.402400,1.112930,0.148347,1.430230,1.122367,0.140459,-0.027830,-0.009438,0.007887,0.000926
348,1.357647,0.560423,0.161322,1.351700,0.561901,0.159932,0.005947,-0.001478,0.001390,0.000039
349,1.057201,1.986530,0.221304,1.032933,1.966116,0.230570,0.024268,0.020414,-0.009265,0.001092
350,1.228888,1.686806,0.156856,1.218576,1.682717,0.147297,0.010312,0.004088,0.009559,0.000214
351,1.384436,0.572977,0.457701,1.364852,0.572578,0.458027,0.019585,0.000398,-0.000326,0.000384
352,1.833586,0.823372,0.427650,1.854252,0.826952,0.427311,-0.020666,-0.003580,0.000339,0.000440
353,1.233190,0.683492,0.239460,1.209562,0.680908,0.239107,0.023628,0.002584,0.000352,0.000565
354,1.805640,1.126363,0.329224,1.816529,1.124735,0.329040,-0.010889,0.001628,0.000184,0.000121
355,1.348646,1.850431,0.412540,1.393682,1.915990,0.402152,-0.045036,-0.065559,0.010388,0.006434
356,1.212841,1.580050,0.342284,1.229139,1.586874,0.332535,-0.016298,-0.006824,0.009749,0.000407
357,1.642927,1.257146,0.284374,1.691178,1.268658,0.283349,-0.048252,-0.011512,0.001025,0.002462
358,1.174894,1.173612,0.446538,1.167866,1.171066,0.441376,0.007028,0.002546,0.005162,0.000083
359,0.987824,1.699717,0.365801,0.984473,1.714924,0.351535,0.003351,-0.015206,0.014266,0.000446
360,1.114442,0.849233,0.258159,1.152460,0.852069,0.257302,-0.038017,-0.002836,0.000857,0.001454
361,1.311492,1.937119,0.456017,1.296614,1.907521,0.455313,0.014878,0.029598,0.000705,0.001098
362,1.603869,1.468875,0.446381,1.607824,1.477943,0.440078,-0.003955,-0.009068,0.006303,0.000138
363,1.560813,1.357992,0.418464,1.552470,1.356648,0.415425,0.008343,0.001344,0.003039,0.000081
364,1.561098,1.341567,0.149513,1.588188,1.350927,0.153424,-0.027090,-0.009361,-0.003912,0.000837
365,1.339029,0.788640,0.347482,1.324081,0.791922,0.345651,0.014949,-0.003282,0.001830,0.000238
366,1.365283,0.579312,0.328098,1.361826,0.575556,0.327486,0.003457,0.003756,0.000612,0.000026
367,0.784094,1.213754,0.458746,0.771517,1.212931,0.461152,0.012577,0.000822,-0.002407,0.000165
368,0.680425,1.904273,0.171897,0.682029,1.914063,0.156527,-0.001604,-0.009790,0.015370,0.000335
369,0.528460,1.680136,0.198115,0.559094,1.680408,0.189640,-0.030634,-0.000272,0.008474,0.001010
370,1.558427,1.831484,0.277692,1.520512,1.827310,0.258989,0.037914,0.004173,0.018703,0.001805
371,1.710382,1.410282,0.260719,1.729564,1.424003,0.259736,-0.019183,-0.013720,0.000983,0.000557
372,0.567475,1.792962,0.109305,0.555814,1.778093,0.110391,0.011661,0.014868,-0.001086,0.000358
373,1.155526,1.122405,0.443859,1.207105,1.134280,0.442130,-0.051579,-0.011875,0.001729,0.002804
374,0.976074,0.885767,0.145858,1.001062,0.890798,0.142664,-0.024988,-0.005032,0.003194,0.000660
375,0.649000,0.752234,0.157614,0.625543,0.752132,0.157373,0.023457,0.000102,0.000241,0.000550
376,0.883332,0.634443,0.222718,0.855684,0.633273,0.223638,0.027648,0.001170,-0.000921,0.000767
377,1.110915,0.753787,0.345790,1.176932,0.753569,0.347338,-0.066018,0.000217,-0.001548,0.004361
378,0.987936,0.540757,0.123401,0.958879,0.539412,0.124125,0.029057,0.001345,-0.000724,0.000847
379,1.084910,0.980062,0.265129,1.098718,0.979389,0.268799,-0.013808,0.000673,-0.003670,0.000205
380,0.986327,1.063270,0.431097,0.922488,1.057660,0.433969,0.063839,0.005610,-0.002872,0.004115
381,0.681449,0.803839,0.400853,0.699243,0.810439,0.398064,-0.017794,-0.006600,0.002790,0.000368
382,1.379044,1.239469,0.400956,1.418809,1.254877,0.399580,-0.039765,-0.015408,0.001376,0.001821
383,1.077573,0.672622,0.124253,1.104121,0.668164,0.127915,-0.026548,0.004459,-0.003662,0.000738
384,1.197235,1.110615,0.293669,1.217267,1.118472,0.289175,-0.020032,-0.007857,0.004493,0.000483
385,1.111241,0.850611,0.454462,1.144246,0.857084,0.452285,-0.033005,-0.006473,0.002177,0.001136
386,0.903740,1.945212,0.370039,0.891626,1.958684,0.356370,0.012113,-0.013472,0.013669,0.000515
387,0.869474,1.332061,0.414086,0.838837,1.320837,0.415298,0.030637,0.011224,-0.001212,0.001066
388,0.956919,1.110119,0.133563,0.878151,1.108198,0.130639,0.078768,0.001921,0.002925,0.006217
389,1.453698,0.805185,0.487165,1.498104,0.802797,0.491741,-0.044405,0.002388,-0.004576,0.001998
390,1.059958,1.977963,0.412809,1.070075,1.982812,0.423825,-0.010117,-0.004849,-0.011016,0.000247
391,1.306303,1.135629,0.464597,1.267570,1.129910,0.467989,0.038734,0.005719,-0.003392,0.001545
392,1.177613,0.501502,0.285861,1.222968,0.497207,0.289112,-0.045355,0.004295,-0.003251,0.002086
393,1.744058,0.933874,0.488833,1.743114,0.945983,0.483270,0.000944,-0.012109,0.005563,0.000178
394,0.500814,1.900260,0.292875,0.469266,1.884820,0.301655,0.031549,0.015440,-0.008780,0.001311
395,1.396802,1.759232,0.252061,1.449341,1.776825,0.262880,-0.052539,-0.017594,-0.010819,0.003187
396,1.027127,1.448310,0.334064,0.971328,1.432048,0.335224,0.055799,0.016262,-0.001160,0.003379
397,1.265493,0.568227,0.395673,1.338476,0.564874,0.398245,-0.072983,0.003353,-0.002572,0.005344
398,1.344622,0.950958,0.258122,1.358249,0.951288,0.259078,-0.013627,-0.000330,-0.000956,0.000187
399,0.684465,0.709475,0.322592,0.669032,0.707980,0.324420,0.015433,0.001495,-0.001829,0.000244
400,0.919187,1.147944,0.344178,0.903740,1.144474,0.345297,0.015448,0.003469,-0.001119,0.000252
401,1.936126,0.977456,0.372840,1.962288,0.974401,0.374539,-0.026163,0.003055,-0.001699,0.000697
402,1.013953,0.892041,0.401078,1.029933,0.888302,0.404489,-0.015980,0.003739,-0.003412,0.000281
403,1.179077,0.868892,0.493209,1.254357,0.876900,0.493329,-0.075280,-0.008008,-0.000121,0.005731
404,1.012445,1.189699,0.339805,1.003729,1.185628,0.345834,0.008715,0.004071,-0.006028,0.000129
405,0.523812,1.537768,0.358577,0.531322,1.545657,0.345650,-0.007511,-0.007890,0.012928,0.000286
406,0.503071,1.214793,0.460578,0.509676,1.229684,0.452186,-0.006605,-0.014891,0.008392,0.000336
407,1.509060,1.119745,0.458107,1.488123,1.118065,0.463768,0.020936,0.001679,-0.005660,0.000473
408,1.554950,1.643698,0.315253,1.567680,1.633058,0.325478,-0.012731,0.010639,-0.010226,0.000380
409,1.680958,1.473646,0.131009,1.667685,1.485178,0.119795,0.013273,-0.011532,0.011214,0.000435
410,0.546421,1.748126,0.368645,0.530085,1.751411,0.356924,0.016336,-0.003285,0.011721,0.000415
411,1.508369,1.029492,0.425112,1.520639,1.032306,0.425892,-0.012270,-0.002814,-0.000780,0.000159
412,1.741200,1.036949,0.170875,1.769725,1.056865,0.163784,-0.028525,-0.019917,0.007090,0.001261
413,1.651949,1.545545,0.103373,1.692219,1.565886,0.104538,-0.040270,-0.020340,-0.001165,0.002037
414,1.194039,1.904372,0.277831,1.188709,1.898673,0.271714,0.005330,0.005699,0.006117,0.000098
415,0.832281,0.529673,0.212454,0.824537,0.529771,0.213632,0.007744,-0.000098,-0.001178,0.000061
416,1.882098,1.036732,0.135987,1.908043,1.046713,0.135801,-0.025945,-0.009982,0.000186,0.000773
417,1.420164,0.954768,0.387124,1.427573,0.954781,0.389852,-0.007409,-0.000013,-0.002728,0.000062
418,0.851387,1.240713,0.245200,0.835358,1.236614,0.246777,0.016029,0.004099,-0.001577,0.000276
419,0.921135,1.856761,0.382787,0.912762,1.839290,0.400386,0.008373,0.017471,-0.017598,0.000685
420,0.813629,0.794130,0.428449,0.820765,0.793239,0.428847,-0.007136,0.000891,-0.000398,0.000052
421,1.094129,1.804874,0.327641,1.110115,1.818490,0.320766,-0.015986,-0.013616,0.006875,0.000488
422,1.241017,1.327678,0.363935,1.245149,1.331751,0.365048,-0.004132,-0.004073,-0.001112,0.000035
423,1.348561,1.523575,0.326056,1.326127,1.509610,0.331934,0.022434,0.013966,-0.005878,0.000733
424,0.598041,0.692370,0.126020,0.580520,0.693070,0.128722,0.017521,-0.000700,-0.002702,0.000315
425,0.889437,1.354855,0.191186,0.897365,1.346510,0.198223,-0.007928,0.008345,-0.007037,0.000182
426,1.284620,1.673379,0.176741,1.322010,1.713863,0.175483,-0.037390,-0.040484,0.001258,0.003039
427,1.516968,1.987927,0.377194,1.502567,1.988174,0.369519,0.014401,-0.000247,0.007675,0.000266
428,1.299412,0.879382,0.324046,1.353648,0.883279,0.323549,-0.054236,-0.003898,0.000498,0.002957
429,1.180889,1.906836,0.356387,1.196783,1.915512,0.356098,-0.015894,-0.008676,0.000288,0.000328
430,1.914611,0.577794,0.475504,1.905905,0.577125,0.475477,0.008707,0.000669,0.000027,0.000076
431,1.148822,1.992660,0.209614,1.158313,2.005354,0.219733,-0.009490,-0.012694,-0.010118,0.000354
432,1.520260,1.199880,0.244589,1.504468,1.209363,0.241464,0.015792,-0.009483,0.003124,0.000349
433,1.638533,1.825704,0.189819,1.656242,1.837579,0.197496,-0.017709,-0.011876,-0.007676,0.000514
434,0.916900,1.130093,0.279545,0.906683,1.120892,0.288174,0.010217,0.009201,-0.008629,0.000264
435,0.507739,0.791912,0.132724,0.533598,0.789198,0.130583,-0.025859,0.002714,0.002141,0.000681
436,1.357729,0.538058,0.394978,1.312895,0.532528,0.396280,0.044835,0.005530,-0.001302,0.002042
437,1.967143,1.135730,0.129776,1.964865,1.139826,0.125815,0.002278,-0.004095,0.003962,0.000038
438,0.874976,0.746722,0.224322,0.845066,0.746864,0.225521,0.029910,-0.000142,-0.001199,0.000896
439,1.438992,0.645089,0.291987,1.433888,0.647469,0.291037,0.005104,-0.002379,0.000950,0.000033
440,1.712089,1.388796,0.350519,1.730105,1.375345,0.366255,-0.018016,0.013451,-0.015736,0.000753
441,1.001454,0.875614,0.143136,0.963379,0.868409,0.145195,0.038075,0.007206,-0.002058,0.001506
442,0.857539,1.011203,0.121773,0.874270,1.007535,0.127630,-0.016731,0.003668,-0.005856,0.000328
443,1.000383,1.691167,0.477419,1.006069,1.681891,0.475111,-0.005687,0.009276,0.002308,0.000124
444,1.663624,1.429350,0.405639,1.672544,1.450176,0.399183,-0.008920,-0.020826,0.006456,0.000555
445,1.438023,1.368402,0.134214,1.477031,1.368388,0.131174,-0.039008,0.000014,0.003040,0.001531
446,0.591030,0.550016,0.225312,0.665855,0.548165,0.225585,-0.074825,0.001850,-0.000273,0.005602
447,1.771538,0.597542,0.151014,1.727795,0.602373,0.148322,0.043743,-0.004831,0.002693,0.001944
448,1.878674,1.162878,0.220588,1.917322,1.165098,0.227853,-0.038649,-0.002221,-0.007265,0.001551
449,1.439278,0.598685,0.371026,1.410112,0.600873,0.370972,0.029166,-0.002188,0.000053,0.000855
450,1.338887,0.942375,0.252582,1.295611,0.933709,0.258046,0.043276,0.008666,-0.005464,0.001978
451,0.643745,1.627945,0.193245,0.600910,1.617396,0.179811,0.042835,0.010549,0.013434,0.002127
452,1.399364,1.489586,0.104243,1.428679,1.505495,0.096660,-0.029315,-0.015909,0.007582,0.001170
453,1.075880,1.692747,0.451975,1.074174,1.693812,0.433507,0.001706,-0.001065,0.018468,0.000345
454,1.428846,1.009425,0.475034,1.438676,1.005623,0.474233,-0.009830,0.003802,0.000801,0.000112
455,1.674394,1.181115,0.231277,1.645917,1.183655,0.226060,0.028476,-0.002540,0.005218,0.000845
456,0.788722,0.654034,0.338070,0.800684,0.658010,0.337086,-0.011962,-0.003976,0.000984,0.000160
457,0.601317,1.684125,0.177446,0.583200,1.690264,0.177803,0.018117,-0.006140,-0.000357,0.000366
458,1.359818,1.456046,0.202514,1.370547,1.458944,0.205089,-0.010729,-0.002898,-0.002574,0.000130
459,1.131511,1.586935,0.277850,1.124033,1.567854,0.276868,0.007477,0.019080,0.000982,0.000421
460,0.864729,1.695538,0.124196,0.904199,1.707243,0.113998,-0.039470,-0.011705,0.010199,0.001799
461,0.967500,1.153772,0.483897,0.955241,1.157080,0.480071,0.012259,-0.003308,0.003826,0.000176
462,1.631560,0.966782,0.454089,1.651124,0.965713,0.453321,-0.019563,0.001069,0.000768,0.000384
463,1.663243,0.721114,0.223470,1.579814,0.715827,0.225127,0.083430,0.005287,-0.001658,0.006991
464,1.014350,1.053245,0.103233,0.965470,1.056626,0.097853,0.048881,-0.003381,0.005380,0.002430
465,1.379660,1.517451,0.122927,1.361948,1.520229,0.121394,0.017712,-0.002778,0.001533,0.000324
466,1.260662,1.752762,0.443481,1.277785,1.773182,0.439265,-0.017123,-0.020419,0.004216,0.000728
467,1.133092,0.793111,0.180149,1.157244,0.800121,0.177473,-0.024153,-0.007010,0.002676,0.000640
468,1.862750,1.677896,0.236621,1.824420,1.640438,0.239789,0.038330,0.037457,-0.003168,0.002882
469,1.501790,1.542172,0.492769,1.544153,1.543059,0.500338,-0.042363,-0.000886,-0.007569,0.001853
470,1.399643,0.996718,0.331364,1.409786,1.004586,0.326146,-0.010142,-0.007868,0.005218,0.000192
471,1.944597,1.424155,0.267478,1.938783,1.416926,0.270445,0.005814,0.007229,-0.002967,0.000095
472,0.743420,1.181453,0.415677,0.724372,1.176281,0.415547,0.019048,0.005173,0.000129,0.000390
473,0.563288,0.829109,0.101479,0.537412,0.826481,0.102604,0.025876,0.002628,-0.001125,0.000678
474,0.834538,0.845411,0.349568,0.773784,0.838534,0.350930,0.060753,0.006877,-0.001362,0.003740
475,0.858529,1.601879,0.481035,0.855026,1.586930,0.501669,0.003502,0.014949,-0.020633,0.000661
476,0.997273,1.610122,0.182127,1.022482,1.614509,0.187167,-0.025209,-0.004387,-0.005041,0.000680
477,0.776367,1.984817,0.245127,0.732648,1.959272,0.256016,0.043719,0.025545,-0.010889,0.002682
478,0.610597,0.545026,0.146076,0.570169,0.540931,0.146704,0.040428,0.004096,-0.000628,0.001652
479,0.935864,0.791605,0.334275,0.901170,0.785851,0.335078,0.034694,0.005755,-0.000804,0.001237
480,1.648299,0.565857,0.111874,1.725657,0.563939,0.112777,-0.077358,0.001918,-0.000903,0.005989
481,0.796737,0.761220,0.454153,0.794846,0.765014,0.451159,0.001891,-0.003794,0.002993,0.000027
482,1.578255,1.009726,0.321802,1.571411,1.014701,0.321106,0.006844,-0.004975,0.000696,0.000072
483,0.767812,0.532238,0.437153,0.797801,0.535709,0.436350,-0.029989,-0.003471,0.000803,0.000912
484,1.865973,0.531491,0.370981,1.919730,0.532067,0.371023,-0.053756,-0.000576,-0.000042,0.002890
485,1.068384,1.681121,0.144388,1.040373,1.665404,0.142920,0.028011,0.015717,0.001468,0.001034
486,1.904171,0.957609,0.196060,1.886873,0.947894,0.200855,0.017299,0.009715,-0.004795,0.000417
487,1.714232,1.491363,0.476465,1.680534,1.480093,0.476410,0.033698,0.011270,0.000055,0.001263
488,1.965653,1.996542,0.452666,1.968481,1.990189,0.451879,-0.002828,0.006353,0.000787,0.000049
489,1.817582,0.598066,0.157773,1.844215,0.598603,0.158611,-0.026633,-0.000537,-0.000839,0.000710
490,1.886233,1.692347,0.176673,1.879035,1.705350,0.170528,0.007198,-0.013003,0.006145,0.000259
491,1.067293,1.061383,0.339820,0.999678,1.058037,0.337715,0.067615,0.003346,0.002104,0.004587
492,1.965472,0.866824,0.118478,1.975529,0.877052,0.115180,-0.010057,-0.010228,0.003298,0.000217
493,1.424042,0.783653,0.314187,1.333769,0.769675,0.313934,0.090273,0.013979,0.000254,0.008345
494,1.684382,0.991521,0.121304,1.657791,0.989114,0.126206,0.026591,0.002407,-0.004902,0.000737
495,1.693418,1.809277,0.440601,1.665620,1.787007,0.451479,0.027798,0.022270,-0.010878,0.001387
496,1.952576,1.828751,0.183695,1.985033,1.861324,0.185804,-0.032456,-0.032573,-0.002109,0.002119
497,0.622112,1.206001,0.365401,0.638399,1.204181,0.372519,-0.016288,0.001820,-0.007118,0.000319
498,0.597310,1.262921,0.400523,0.590657,1.262562,0.396638,0.006653,0.000358,0.003885,0.000059
499,1.467607,1.263738,0.299435,1.435694,1.260070,0.304544,0.031914,0.003668,-0.005109,0.001058
500,1.196401,0.982735,0.249551,1.186437,0.980816,0.250192,0.009964,0.001919,-0.000641,0.000103
501,1.541765,1.573475,0.297917,1.499947,1.544515,0.306547,0.041818,0.028959,-0.008630,0.002662
502,0.902503,1.101419,0.468474,0.944238,1.113250,0.457842,-0.041735,-0.011831,0.010632,0.001995
503,1.375974,0.554907,0.187811,1.285762,0.554310,0.187302,0.090212,0.000596,0.000509,0.008139
504,0.804501,1.794752,0.258360,0.811269,1.795361,0.272252,-0.006768,-0.000609,-0.013892,0.000239
505,0.958999,1.833063,0.328548,0.960945,1.811234,0.338716,-0.001946,0.021830,-0.010168,0.000584
506,1.903248,1.061161,0.320221,1.960184,1.064004,0.323214,-0.056936,-0.002843,-0.002993,0.003259
507,0.701495,0.626042,0.277802,0.675368,0.621987,0.279468,0.026127,0.004056,-0.001666,0.000702
508,1.027362,1.375943,0.286101,0.972109,1.369151,0.292621,0.055254,0.006792,-0.006520,0.003142
509,1.431689,1.139154,0.287020,1.432962,1.139188,0.285538,-0.001274,-0.000034,0.001482,0.000004
510,1.113429,1.706757,0.226808,1.123186,1.730457,0.216385,-0.009757,-0.023701,0.010423,0.000766
511,1.073556,0.769349,0.193516,1.071855,0.768388,0.193599,0.001702,0.000961,-0.000083,0.000004
512,1.468032,1.038639,0.132967,1.448287,1.024998,0.138085,0.019745,0.013642,-0.005118,0.000602
513,1.763905,1.269186,0.357462,1.749472,1.276882,0.356149,0.014433,-0.007696,0.001313,0.000269
514,1.678810,1.889909,0.139364,1.703044,1.926194,0.128354,-0.024234,-0.036285,0.011009,0.002025
515,0.607023,0.557422,0.180123,0.634825,0.557067,0.180390,-0.027802,0.000355,-0.000267,0.000773
516,0.794969,0.993862,0.221086,0.803379,0.991581,0.222539,-0.008409,0.002280,-0.001453,0.000078
517,1.723347,1.525309,0.209786,1.705423,1.512255,0.199635,0.017924,0.013054,0.010150,0.000595
518,1.558464,1.996994,0.499362,1.572701,1.980556,0.504583,-0.014237,0.016438,-0.005221,0.000500
519,1.628575,1.609732,0.464953,1.622728,1.610798,0.464955,0.005847,-0.001067,-0.000002,0.000035
